source,author,title,description,url,urlToImage,publishedAt,content,topic
"{'id': 'techradar', 'name': 'TechRadar'}",jacob.krol@futurenet.com (Jacob Krol),Samsung just made its next Galaxy Unpacked event official – here's what we know,"Samsung has set July 10, 2024, as the date for its next Galaxy Unpacked, and we're expecting a bunch of new devices, including the Galaxy Z Flip and Z Fold 6.",https://www.techradar.com/phones/samsung-just-made-its-next-galaxy-unpacked-event-official-heres-what-we-know,https://cdn.mos.cms.futurecdn.net/5uBY7qRjFUpNVZR28tBSzQ-1200-80.jpg,2024-06-25T23:06:54Z,"After countless leaks and reports on foldable phones, smartwatches, earbuds, and even a smart ring, Samsung just announced its next Galaxy Unpacked event. All eyes will be on the city of love – Paris… [+3725 chars]",technology
"{'id': None, 'name': 'Finextra'}",Editorial Team,Central banks must raise game in face of AI - BIS,"Central banks should embrace artificial intelligence to sharpen their analytical tools in pursuit of financial and price stability, according to the Bank for International Settlements.",https://www.finextra.com/newsarticle/44377/central-banks-must-raise-game-in-face-of-ai---bis,https://www.finextra.com/finextra-images/top_pics/xl/63w_701349340.jpg,2024-06-25T23:05:50Z,"Central banks should embrace artificial intelligence to sharpen their analytical tools in pursuit of financial and price stability, according to the Bank for International Settlements.
 AI will have… [+1618 chars]",technology
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],technology
"{'id': None, 'name': 'Themoneyillusion.com'}",ssumner,Are we the baddies?,"You’ve probably seen that amusing British comedy bit when one German officers asks another, “Are we the baddies?” I’m pretty sure that we (in the US) aren’t the Nazis, although some pro-lifers complain that legal abortion is kind of like the Holocaust. (Not m…",https://www.themoneyillusion.com/are-we-the-baddies/,,2024-06-25T23:04:24Z,"You’ve probably seen that amusing British comedy bit when one German officers asks another, “Are we the baddies?”
I’m pretty sure that we (in the US) aren’t the Nazis, although some pro-lifers compl… [+2242 chars]",technology
"{'id': None, 'name': 'Yahoo Entertainment'}",editorial-team@simplywallst.com (Simply Wall St),SEHK Growth Leaders With High Insider Ownership In June 2024,"Amidst a backdrop of mixed economic signals from global markets, the Hong Kong stock market has shown resilience, with the Hang Seng Index posting modest...",https://finance.yahoo.com/news/sehk-growth-leaders-high-insider-230353016.html,https://media.zenfs.com/en/simply_wall_st__316/5bcfe52095f73041f79c669b593d7118,2024-06-25T23:03:53Z,"Amidst a backdrop of mixed economic signals from global markets, the Hong Kong stock market has shown resilience, with the Hang Seng Index posting modest gains. This environment underscores the poten… [+5577 chars]",technology
"{'id': None, 'name': 'Yahoo Entertainment'}",Meerub Anjum,The Wealthiest Person in Japan,"We recently compiled a list of the 30 Wealthiest People in Japan and in this article, we will look at the richest person in Japan. Japan’s Economy: An...",https://finance.yahoo.com/news/wealthiest-person-japan-230325660.html,https://media.zenfs.com/en/insidermonkey.com/5bb4d060fc7de31b9f1f70e6aff7d1be,2024-06-25T23:03:25Z,"We recently compiled a list of the 30 Wealthiest People in Japan and in this article, we will look at the richest person in Japan.
Japan's Economy: An Outlook
On June 10, Reuters reported that Japa… [+6044 chars]",technology
"{'id': None, 'name': 'International Business Times'}",AFP News,"VW To Invest $5 Bn In EV Maker Rivian, Establishing Joint Venture","German auto giant Volkswagen will invest $5 billion in US electric vehicle maker Rivian and create a joint venture expected to produce technology used by both automakers, the companies announced Tuesday.",https://www.ibtimes.com/vw-invest-5-bn-ev-maker-rivian-establishing-joint-venture-3735123,https://d.ibtimes.com/en/full/4531987/electric-vehicle-maker-rivian-volkswagen-announced-joint-venture-which-german-company-will.jpg,2024-06-25T23:03:21Z,"German auto giant Volkswagen will invest $5 billion in US electric vehicle maker Rivian and create a joint venture expected to produce technology used by both automakers, the companies announced Tues… [+2858 chars]",technology
"{'id': None, 'name': 'Ms. Magazine'}","Orion Rummler, The 19th",A Second Trump Term Would Double Down on Erasing Trans Rights. Here’s How Advocates Are Preparing.,"If former president Donald Trump is reelected, advocacy groups expect him to enact anti-LGBTQ+ policies that are more far-reaching and extreme than those he put in place during his first term—based on his campaign promises and policies suggested by the Herita…",https://msmagazine.com/2024/06/25/trump-trans-lgbtq/,https://msmagazine.com/wp-content/uploads/2024/06/GettyImages-1242129922.jpg,2024-06-25T23:02:46Z,"A Transgender Day of Visibility rally in St. Paul, Minn., on March 31, 2024. (Michael Siluk / UCG / Universal Images Group via Getty Images)
This story was originally published by The 19th.
LGBTQ+ … [+12221 chars]",technology
"{'id': None, 'name': 'Yahoo Entertainment'}",Meerub Anjum,The Wealthiest Person in Singapore,"We recently compiled a list of the 30 Wealthiest People in Singapore and in this article, we will look at the richest person in Singapore. An Outlook of the ...",https://finance.yahoo.com/news/wealthiest-person-singapore-230152021.html,https://media.zenfs.com/en/insidermonkey.com/2ab7f79412b202b37a21b71582dc29ff,2024-06-25T23:01:52Z,"We recently compiled a list of the 30 Wealthiest People in Singapore and in this article, we will look at the richest person in Singapore.
An Outlook of the Singaporean Economy
According to the Min… [+4919 chars]",technology
"{'id': None, 'name': 'Autocar'}",Autocar,Mini's happy return: Stefanie Wurst on electrifying a legend,"In just two years, Mini boss Wurst has revived its brand image and given the BMW Group’s oldest factory an electric future

Few guardianships of brands have been as successful as that of Mini under BMW. 

We say guardianship because it is so much more than o…",https://www.autocar.co.uk/car-news/autocar-awards/minis-happy-return-stefanie-wurst-electrifying-legend,https://www.autocar.co.uk/sites/autocar.co.uk/files/images/car-reviews/first-drives/legacy/outstandingleader2024.png,2024-06-25T23:01:46Z,"Few guardianships of brands have been as successful as that of Mini under BMW. 
We say guardianship because it is so much more than ownership, given Minis unique place in British culture, the wealth… [+2404 chars]",technology
"{'id': None, 'name': 'Autocar'}",Autocar,How Nissan R&D guru David Moss became the Qashqai king,"Nissan’s engineering chief wins Autocar's Mundy Award for his work on the hugely popular Qashqai

There’s a wide, picture-lined corridor inside Nissan’s European technical HQ at Cranfield, Bedfordshire, that connects the front offices with a much larger compl…",https://www.autocar.co.uk/car-news/autocar-awards/how-nissan-rd-guru-david-moss-became-qashqai-king,https://www.autocar.co.uk/sites/autocar.co.uk/files/images/car-reviews/first-drives/legacy/mundyaward2024.png,2024-06-25T23:01:46Z,"Theres a wide, picture-lined corridor inside Nissans European technical HQ at Cranfield, Bedfordshire, that connects the front offices with a much larger complex of technical installations to the rea… [+2303 chars]",technology
"{'id': None, 'name': 'Autocar'}",Autocar,How Marek Reichman will reinvent Aston Martin design (again),"The winner of Autocar's Sturmey Award recounts his 19-year journey from DB9 to DBX, and beyond

In a stellar career that he insists has “years to run”, Aston Martin design chief Marek Reichman has led the creation of more than 50 Aston Martin and Lagonda mode…",https://www.autocar.co.uk/car-news/autocar-awards/how-marek-reichman-will-reinvent-aston-martin-design-again,https://www.autocar.co.uk/sites/autocar.co.uk/files/images/car-reviews/first-drives/legacy/sturmeyaward2024.png,2024-06-25T23:01:46Z,"In a stellar career that he insists has years to run, Aston Martin design chief Marek Reichman has led the creation of more than 50 Aston Martin and Lagonda models in 19 years. 
Its an achievement l… [+2406 chars]",technology
"{'id': None, 'name': 'Autocar'}",Autocar,"Renault CEO: ""What’s the point in refusing progress?”","Autocar's top award winner for 2024 gives his vision for the future of Renault - and mobility

Not often do you find yourself, twice in a few months, talking at length and one-to-one with a man as serially busy as Renault Group CEO Luca de Meo.

This is a ma…",https://www.autocar.co.uk/car-news/autocar-awards/renault-ceo-what%E2%80%99s-point-refusing-progress%E2%80%9D,https://www.autocar.co.uk/sites/autocar.co.uk/files/images/car-reviews/first-drives/legacy/issigonistrophy2024.png,2024-06-25T23:01:46Z,"Not often do you find yourself, twice in a few months, talking at length and one-to-one with a man as serially busy as Renault Group CEO Luca de Meo.
This is a man with no spare time at all, someone… [+2634 chars]",technology
"{'id': None, 'name': 'Yahoo Entertainment'}",Mark Tisshaw,Mini's happy return: Stefanie Wurst on electrifying a legend,"In just two years, Mini boss Wurst has revived its brand image and given the BMW Group’s oldest factory an electric future",https://autos.yahoo.com/minis-happy-return-stefanie-wurst-230146885.html,https://s.yimg.com/ny/api/res/1.2/aj4svKFhWtb.v5nYf5d_tw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/autocar_articles_778/a40d0f1ed939c36e0727cd1fb8a2dc65,2024-06-25T23:01:46Z,"Few guardianships of brands have been as successful as that of Mini under BMW.
We say guardianship because it is so much more than ownership, given Minis unique place in British culture, the wealth … [+6438 chars]",technology
"{'id': None, 'name': 'autosport.com'}",Alex Kalinauckas,Aston Martin to build Alonso-commissioned sportscar,"Aston Martin is to build a road-legal track version of its Valour sportscar – the Valiant – that has been personally commissioned by its Formula 1 driver Fernando Alonso.Aston will produce 38 Valiants, which are to be front-engined and fitted with a 745PS 5.2…",https://www.autosport.com/general/news/aston-martin-to-build-alonso-commissioned-sportscar/10627455/,https://cdn-2.motorsport.com/images/amp/0qX7vr46/s6/aston-martin-valiant-01.jpg,2024-06-25T23:01:34Z,"Aston Martin is to build a road-legal track version of its Valour sportscar the Valiant that has been personally commissioned by its Formula 1 driver Fernando Alonso.
Aston will produce 38 Valiants,… [+2721 chars]",technology
"{'id': None, 'name': 'GlobeNewswire'}",Preqin Ltd,Greater China VC mega deals driven by artificial intelligence (AI) — Preqin reports,China takes 2 of the 10 largest VC deals globally China takes 2 of the 10 largest VC deals globally,https://www.globenewswire.com/news-release/2024/06/25/2904189/0/en/Greater-China-VC-mega-deals-driven-by-artificial-intelligence-AI-Preqin-reports.html,https://ml-eu.globenewswire.com/Resource/Download/b01741d5-c075-4925-b0da-e968df73d641,2024-06-25T23:01:00Z,"BEIJING, June 26, 2024 (GLOBE NEWSWIRE) -- Preqin, the global leader in alternative assets data, tools, and insights, today published its Territory Guide: Greater ChinaVenture Capital Deals report. T… [+4794 chars]",technology
"{'id': None, 'name': 'Wallpaper*'}",Rosa Bertoli,Designed to change the world: 2024 Terra Carta Design Lab finalists announced,"Announced on 26 June, the 2024 Terra Carta Design Lab finalists from the RCA demonstrate design's 'potential to change how we live and care for the world in the future'",https://www.wallpaper.com/design-interiors/2024-terra-carta-design-lab-finalists-rca,https://cdn.mos.cms.futurecdn.net/62Fu7sV3UD4TKasoN9ERKo-1200-80.png,2024-06-25T23:01:00Z,"On 26 June, the Royal College of Art announced the ten finalists for the Sustainable Markets Initiative’s 2024 Terra Carta Design Lab. Launched in 2021, the Terra Carta Design Lab is a student-led, g… [+4949 chars]",technology
"{'id': None, 'name': 'The Punch'}",Dirisu Yakubu,"Reps question sale of NCAT helicopters, order auctioneer’s arrest","The House of Representatives, on Tuesday, ordered the immediate arrest of an alleged unlicensed auctioneer and  Director of Quality Control of the Nigerian College of Aviation Technology for allegedly providing false information on oath, over the sale of two …",https://punchng.com/reps-question-sale-of-ncat-helicopters-order-auctioneers-arrest/,https://cdn.punchng.com/wp-content/uploads/2019/07/30222535/NCAT.jpg,2024-06-25T23:00:48Z,"The House of Representatives, on Tuesday, ordered the immediate arrest of an alleged unlicensed auctioneer and  Director of Quality Control of the Nigerian College of Aviation Technology for allegedl… [+2094 chars]",technology
"{'id': None, 'name': 'newsBTC'}",Ronaldo Marquez,Solana Eyes $200 Rebound As New Adoption-Driving Technology Debuts,"The Solana Foundation recently launched two new tools to facilitate the integration of Web3 capabilities into mainstream platforms and the adoption of blockchain.  In a series of social media posts, the foundation launched “Actions” and “Blockchain Links” (Bl…",http://www.newsbtc.com/news/solana/solana-eyes-200-rebound-as-new-adoption-driving-technology-debuts/,https://www.newsbtc.com/wp-content/uploads/2024/06/Screenshot_219.jpg?fit=1308%2C747,2024-06-25T23:00:40Z,"The Solana Foundation recently launched two new tools to facilitate the integration of Web3 capabilities into mainstream platforms and the adoption of blockchain. 
In a series of social media posts,… [+4336 chars]",technology
"{'id': None, 'name': 'Android Headlines'}",Arthur Brown,Ifi's Zen Blue 3 DAC boasts lossless Bluetooth audio,"If you’re looking to be an audiophile, then you’re going to need to know about a little something called the DAC (digital to analog converter). Ifi just announced a DAC that almost sounds like a contradiction. The Ifi Zen Blue 3 is a DAC that boasts lossless …",https://www.androidheadlines.com/2024/06/ifi-zen-blue-3-dac-lossless-bluetooth-audio.html,https://www.androidheadlines.com/wp-content/uploads/2024/06/Ifi-Zen-Blue-3-1.png,2024-06-25T23:00:20Z,"If youre looking to be an audiophile, then youre going to need to know about a little something called the DAC (digital to analog converter). Ifi just announced a DAC that almost sounds like a contra… [+3808 chars]",technology
"{'id': None, 'name': 'Kevinmd.com'}",The Podcast by KevinMD,Minority representation in clinical trials [PODCAST],"Join Ananth Ravi, a health care executive dedicated to democratizing health care through innovative image-guided therapeutics. In this episode, we delve into the persistent issue of racial disparities in breast cancer outcomes, exploring how women of color ar…",https://www.kevinmd.com/2024/06/minority-representation-in-clinical-trials-podcast.html,https://www.kevinmd.com/wp-content/uploads/Minority-representation-in-clinical-trials.jpg,2024-06-25T23:00:15Z,"Subscribe to The Podcast by KevinMD. Watch on YouTube. Catch up on old episodes!
Join Ananth Ravi, a health care executive dedicated to democratizing health care through innovative image-guided ther… [+2200 chars]",technology
"{'id': None, 'name': 'Screen Rant'}",Charles Nicholas Raymond,How 1 Fallout Cameo Could Explain The Show's Huge Moldaver Mystery,"A surprise cameo in Fallout's show could hold the explanation for its Moldaver mystery, which could be key to season 2's story despite her death.",https://screenrant.com/fallout-show-moldaver-alive-mystery-house-explain/,https://static1.srcdn.com/wordpress/wp-content/uploads/2024/06/fallout-moldaver-sarita-choudhury.jpg,2024-06-25T23:00:10Z,"Warning: Spoilers for Fallout season 1
Summary
<ul><li>
 Fallout season 1 hints at Moldaver's mysterious past and possible alliance with Mr. House.
 </li><li>
 Cryo technology could explain Mold… [+6656 chars]",technology
"{'id': None, 'name': 'Nextpit.com'}",Antoine Engels,Beats Solo Buds Review: Perfect Headphones in Only 2 Situations,The Beats Solo Buds are fairly basic $80 true wireless earbuds. They have two major strengths which I'll describe in this review.,https://www.nextpit.com/beats-solo-buds-review,https://fs.npstatic.com/userfiles/7687254/image/Beats_Solo_Buds/nextpit_Beats_Solo_Buds_Test.jpg,2024-06-25T23:00:01Z,"Apple has just launched its first pair of affordable true wireless earbuds. No, I'm not referring to the AirPods but the Beats Solo Buds. These earbuds from Beats, an Apple subsidiary, costs $79.99 a… [+11948 chars]",technology
"{'id': None, 'name': 'iTnews'}",,Identity risk: why your digital transformation needs to be secure by design from day one,"Securing your data is more critical than ever, new research reveals.",https://www.itnews.com.au/feature/identity-risk-why-your-digital-transformation-needs-to-be-secure-by-design-from-day-one-608909,https://i.nextmedia.com.au/Features/CyberArk_.jpg,2024-06-25T23:00:00Z,"The data you've worked hard to secure is facing more threats than ever, and for more reasons than you realise, according to new research from CyberArk. An end-to-end, secure by design regime is the b… [+5440 chars]",technology
"{'id': None, 'name': 'Motley Fool Australia'}",Bronwyn Allen,How do you spot an innovation stock?,"Betashares investment strategist Tom Wickenden provides some research tips for investors. 
The post How do you spot an innovation stock? appeared first on The Motley Fool Australia.",https://www.fool.com.au/2024/06/26/how-do-you-spot-an-innovation-stock/,https://www.fool.com.au/wp-content/uploads/2020/12/shares-of-the-future-1200x675.jpg,2024-06-25T23:00:00Z,"Innovation is one of the buzzwords of the international business world and stock markets these days. 
Low productivity growth is a significant and persistent challenge across many Western nations. … [+5097 chars]",technology
"{'id': None, 'name': 'OilPrice.com'}",Simon Watkins,Russia Eyes Expansion of Investment in Iranian Oil and Gas Sector,"Russian oil companies are to undertake a slew of new investments to development Iran’s huge oil and gas reserves, according to recent comments from the Islamic Republic’s Petroleum Minister, Javad Owji. Given the size of crude oil and natural gas reserves hel…",https://oilprice.com/Energy/Energy-General/Russia-Eyes-Expansion-of-Investment-in-Iranian-Oil-and-Gas-Sector.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/2024-06-25_ya7prwt6qn.jpg,2024-06-25T23:00:00Z,"Renewable energy presents challenges and…
There are several factors influencing…
Lackluster diesel demand in the…
By Simon Watkins - Jun 25, 2024, 6:00 PM CDT
Russian oil companies are to underta… [+7740 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Patrick Wang, Mohamed Fares, Radwa A. Eladwy, Deep J. Bhuyan, Xin Wu, William Lewis, Stephen J. Loeb, Lauren K. Macreadie, Philip A. Gale",Platinum-based metal complexes as chloride transporters that trigger apoptosis,"Chem. Sci., 2024, Advance ArticleDOI: 10.1039/D4SC02115K, Edge Article Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Patrick Wang, Mohamed Fares, Radwa A. Eladwy, Deep J. Bhuyan, Xin Wu, William Lewis, St…",https://pubs.rsc.org/en/content/articlelanding/2024/sc/d4sc02115k,https://pubs.rsc.org/en/Content/Image/GA/D4SC02115K,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 School of Chemistry, The University of Sydney, NSW 2006, Australia
b
 School of Pharmacy, The University of Sydney, NSW 2006, Australia
c
 NICM, Research Health In… [+466 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Liting Xu, Zheng Chu, Xiaoxue Li, Chenran Feng, Ying Zhang, Chen Wang, Junzhe Zhang, Chengchao Xu, Jigang Wang, Huan Tang",Proteomic insights into composition-dependent effects of microplastics on freshwater microalgae Chlamydomonas reinhardtii,"Environ. Sci.: Nano, 2024, Advance ArticleDOI: 10.1039/D4EN00300D, PaperLiting Xu, Zheng Chu, Xiaoxue Li, Chenran Feng, Ying Zhang, Chen Wang, Junzhe Zhang, Chengchao Xu, Jigang Wang, Huan TangMolecular mechanisms of composition-dependent toxicity effects of …",https://pubs.rsc.org/en/content/articlelanding/2024/en/d4en00300d,https://pubs.rsc.org/en/Content/Image/GA/D4EN00300D,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 State Key Laboratory for Quality Ensurance and Sustainable Use of Dao-di Herbs, Artemisinin Research Center, and Institute of Chinese Materia Medica, China Academy of … [+660 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Qingya Wang, Liangliang Tao, Fusheng Li, Zhichun Wu, Yaoyi Cai, Shubin Lyu",Research on XRF-visNIR Soil Heavy Metal Exceedance Analysis Method based on GAS Transformation and PCANet,"J. Anal. At. Spectrom., 2024, Accepted ManuscriptDOI: 10.1039/D4JA00161C, PaperQingya Wang, Liangliang Tao, Fusheng Li, Zhichun Wu, Yaoyi Cai, Shubin LyuAnalyzing and rapidly screening the phenomenon of soil heavy metal exceedance remains a challenge for the …",https://pubs.rsc.org/en/content/articlelanding/2024/ja/d4ja00161c,,2024-06-25T23:00:00Z,Analyzing and rapidly screening the phenomenon of soil heavy metal exceedance remains a challenge for the fusion technology of X-ray fluorescence (XRF) and visible near infrared spectroscopy (visNIR)… [+1446 chars],technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Zhentao Wang, Da Li, Wenyuan Liu, Liang Xu, Weichen Zhao, Jinnan Liu, Jiajia Ren, Tao Zhou, Diming Xu, Wenfeng Liu, Di Zhou",Improved energy storage properties achieved in NaNbO3-based relaxor antiferroelectric ceramics via anti-parallel polar nanoregions design,"J. Mater. Chem. A, 2024, Accepted ManuscriptDOI: 10.1039/D4TA03546A, PaperZhentao Wang, Da Li, Wenyuan Liu, Liang Xu, Weichen Zhao, Jinnan Liu, Jiajia Ren, Tao Zhou, Diming Xu, Wenfeng Liu, Di ZhouWith the improvement of environment protection requirement and…",https://pubs.rsc.org/en/content/articlelanding/2024/ta/d4ta03546a,,2024-06-25T23:00:00Z,"Z. Wang, D. Li, W. Liu, L. Xu, W. Zhao, J. Liu, J. Ren, T. Zhou, D. Xu, W. Liu and D. Zhou,
 J. Mater. Chem. A, 2024, Accepted Manuscript
, DOI: 10.1039/D4TA03546A
To request permission to reprodu… [+658 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Yanan Zhu, Xing Xing, Chongguang Zhao, Hong Meng",Correction: Insights into the vibration coupling effects on reorganization energy in π-isoelectronic frameworks,"J. Mater. Chem. C, 2024, Advance ArticleDOI: 10.1039/D4TC90107J, Correction Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Yanan Zhu, Xing Xing, Chongguang Zhao, Hong MengTo cite this article before page n…",https://pubs.rsc.org/en/content/articlelanding/2024/tc/d4tc90107j,,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 Faculty of Materials Science, Shenzhen MSU-BIT University, Shenzhen 518172, China
b
 Shenzhen Research Institute of Northwestern Polytechnical University, Shenzhen 5… [+278 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Takuya Kataoka, Zizhen Liu, Iori Yamada, Tania Guadalupe Peñaflor Galindo, Motohiro Tagaya",Surface functionalization of hydroxyapatite nanoparticles for biomedical applications,"J. Mater. Chem. B, 2024, Advance ArticleDOI: 10.1039/D4TB00551A, Review ArticleTakuya Kataoka, Zizhen Liu, Iori Yamada, Tania Guadalupe Peñaflor Galindo, Motohiro TagayaThis review described the highlight of surface engineering of hydroxyapatite nanoparticles…",https://pubs.rsc.org/en/content/articlelanding/2024/tb/d4tb00551a,https://pubs.rsc.org/en/Content/Image/GA/D4TB00551A,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 Faculty of Interdisciplinary Science and Engineering in Health Systems, Okayama University, 3-1-1 Tsushima-naka, Kita-ku, Okayama 700-8530, Japan
b
 Department of Ma… [+456 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Harry Kochat, J. S. Yadav, Vinod K. Singh, S. S. V. Ramasastry",Professor (Dr) Sukh Dev: an iconic scientist with an innate sixth sense who radicalized natural product synthesis & organic chemistry,"Org. Biomol. Chem., 2024, Advance ArticleDOI: 10.1039/D4OB90071E, EditorialHarry Kochat, J. S. Yadav, Vinod K. Singh, S. S. V. RamasastryHarry Kochat, J. S. Yadav, Vinod K. Singh and S. S. V. Ramasastry introduce the special Organic & Biomolecular Chemistry t…",https://pubs.rsc.org/en/content/articlelanding/2024/ob/d4ob90071e,https://pubs.rsc.org/en/Content/Image/GA/D4OB90071E,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 University of Tennessee Health Science Center- Plough Center for Sterile Drug Delivery Solutions, 208 S. Dudley St., Memphis, TN 38104, USA
E-mail:hkochat@uthsc.edu
… [+354 chars]",technology
"{'id': None, 'name': 'Digital Journal'}",AFP,"VW to invest $5 bn in EV maker Rivian, establishing joint venture","German auto giant Volkswagen will invest $5 billion in US electric vehicle maker Rivian and create a joint venture expected to produce technology used by both automakers, the companies announced Tuesday. The collaboration includes a direct $3 billion investme…",https://www.digitaljournal.com/world/vw-to-invest-5-bn-in-ev-maker-rivian-establishing-joint-venture/article,https://www.digitaljournal.com/wp-content/uploads/2024/06/ef87ec31a294bff3c0f726b459863938f1621a3c.jpg,2024-06-25T23:00:00Z,Electric vehicle maker Rivian and Volkswagen announced a joint venture in which the German company will invest $5 billion in the American automaker - Copyright GETTY IMAGES NORTH AMERICA/AFP/File Phi… [+3073 chars],technology
"{'id': None, 'name': 'The Star Online'}","TEH ATHIRA YUSOF, M. IRSYAD",MAHB-GIP deal ‘crucial for the country’,"KUALA LUMPUR: Malaysia will remain open to business including with its largest investor, the United States, despite a deal involving its airport operator and US investment giant BlackRock having sparked controversy, says Datuk Seri Anwar Ibrahim. Read full st…",https://www.thestar.com.my/news/nation/2024/06/26/mahb-gip-deal-crucial-for-the-country,https://apicms.thestar.com.my/uploads/images/2024/06/26/2768523.JPG,2024-06-25T23:00:00Z,"KUALA LUMPUR: Malaysia will remain open to business including with its largest investor, the United States, despite a deal involving its airport operator and US investment giant BlackRock having spar… [+3382 chars]",technology
"{'id': None, 'name': 'Royal Society of Chemistry'}","Maximilian Lukas Spiekermann, Thomas Seidensticker",Catalytic Processes for the Selective Hydrogenation of Fats and Oils: Reevaluating a Mature Technology for Feedstock Diversification,"Catal. Sci. Technol., 2024, Accepted ManuscriptDOI: 10.1039/D4CY00488D, Review Article Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Maximilian Lukas Spiekermann, Thomas SeidenstickerThe selective hydroge…",https://pubs.rsc.org/en/content/articlelanding/2024/cy/d4cy00488d,,2024-06-25T23:00:00Z,"The selective hydrogenation of polyunsaturated fatty acids (PUFAs) and their derivatives towards their monounsaturated counterparts is a critical catalytic step in various disciplines, like biofuels … [+1451 chars]",technology
"{'id': None, 'name': 'Yahoo Entertainment'}",Shawna Kwan and Low De Wei,A $100 Billion Bet on China’s Economy Sours as Warehouses Empty,"(Bloomberg) -- In many parts of China, the warehouses and industrial parks that used to be a magnet for international investors are grappling with a...",https://finance.yahoo.com/news/100-billion-bet-china-economy-230000717.html,https://s.yimg.com/ny/api/res/1.2/bqv93oVNb01W5Lnn9Fs9dQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTY-/https://media.zenfs.com/en/bloomberg_markets_842/f2c1c5d0eb9d670955e6b5f11522ae15,2024-06-25T23:00:00Z,"(Bloomberg) -- In many parts of China, the warehouses and industrial parks that used to be a magnet for international investors are grappling with a surprising slowdown in business activity.
Most Re… [+8838 chars]",technology
"{'id': None, 'name': 'Yahoo Entertainment'}",AFP,"VW to invest $5 bn in EV maker Rivian, establishing joint venture",German auto giant Volkswagen will invest $5 billion in US electric vehicle maker Rivian and create a joint venture expected to produce technology used by...,https://finance.yahoo.com/news/vw-invest-5-bn-ev-225719177.html,https://media.zenfs.com/en/afp.com/1f4e80972fdc61f418c8daca9e1cde6b,2024-06-25T22:57:19Z,"Electric vehicle maker Rivian and Volkswagen announced a joint venture in which the German company will invest $5 billion in the American automaker (Phillip Faraone)
German auto giant Volkswagen wil… [+3034 chars]",technology
"{'id': 'fox-news', 'name': 'Fox News'}",David Rutz,Hillary Clinton releasing new book with 'warning to all American voters' weeks before election,"Hillary Clinton is delivering what's being billed as a ""warning"" to American voters in a book set for release less than two months before November's election.",https://www.foxnews.com/media/hillary-clinton-releasing-new-book-warning-all-american-voters-weeks-before-election,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/hillary-clinton-ai.jpg,2024-06-25T22:56:51Z,"Hillary Clinton is releasing yet another book less than two months before this year's election, which will include a ""fervent and persuasive warning to all American voters"" and explain how she moved … [+2199 chars]",technology
"{'id': None, 'name': 'Department of Defense'}",Press Operations,Pentagon Press Secretary Maj. Gen. Pat Ryder Holds a Press Briefing,Pentagon Press Secretary Maj. Gen. Pat Ryder held a press briefing.,https://www.defense.gov/News/Transcripts/Transcript/Article/3817329/pentagon-press-secretary-maj-gen-pat-ryder-holds-a-press-briefing/,https://media.defense.gov/2021/Sep/30/2002865266/1280/1280/0/210930-D-EX074-066.JPG,2024-06-25T22:54:45Z,"MAJOR GENERAL PAT RYDER: All right. Well, good afternoon, everyone. Thanks very much for your patience today. I do have quite a bit to read out at the top, and then we'll get right to your questions.… [+27864 chars]",technology
"{'id': None, 'name': 'Stereogum'}",Danielle Chelosky,Sheryl Crow Is No Fan Of Drake’s “Taylor Made Freestyle”,"Earlier this year, Drake released “Taylor Made Freestyle,” a track that featured AI vocals of the late Tupac Shakur and the very much alive Snoop Dogg (who was bewildered). In a BBC feature shared on Saturday, country icon Sheryl Crow criticized the Canadian …",https://www.stereogum.com/2269582/sheryl-crow-is-no-fan-of-drakes-taylor-made-freestyle/news/,https://static.stereogum.com/uploads/2024/06/Sheryl-Crow-Drake-1719355739-scaled.jpg,2024-06-25T22:52:55Z,"Earlier this year, Drake released “Taylor Made Freestyle,” a track that featured AI vocals of the late Tupac Shakur and the very much alive Snoop Dogg (who was bewildered). In a BBC feature shared on… [+1201 chars]",technology
