author,title,description,url,source,image,category,language,country,published_at,topic
,Alector to Host Virtual Research and Development Event Highlighting Alector Brain Carrier Blood-Brain Barrier Technology Platform,"(marketscreener.com) Leading scientific expert to provide insights into emerging technologies for blood-brain barrier modulationSOUTH SAN FRANSISCO, Calif., June 10, 2024 -- Alector, Inc. , a clinical-stage biotechnology company pioneering immuno-neurology, today announced management will host a virtual event to discuss Alector Brain Carrier, a proprietary,...https://www.marketscreener.com/quote/stock/ALECTOR-INC-54379343/news/Alector-to-Host-Virtual-Research-and-Development-Event-Highlighting-Alector-Brain-Carrier-Blood-Brai-46938410/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/ALECTOR-INC-54379343/news/Alector-to-Host-Virtual-Research-and-Development-Event-Highlighting-Alector-Brain-Carrier-Blood-Brai-46938410/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T11:00:06+00:00,technology
ABMN Staff,"6,429 Shares in New Oriental Education &#038; Technology Group Inc. (NYSE:EDU) Acquired by CenterBook Partners LP","6,429 Shares in New Oriental Education &#038; Technology Group Inc. (NYSE:EDU) Acquired by CenterBook Partners LP",https://www.americanbankingnews.com/2024/06/10/6429-shares-in-new-oriental-education-technology-group-inc-nyseedu-acquired-by-centerbook-partners-lp.html,americanbankingnews,,general,en,us,2024-06-10T10:58:48+00:00,technology
MarketBeat News,"CenterBook Partners LP Invests $492,000 in Axcelis Technologies, Inc. (NASDAQ:ACLS)","CenterBook Partners LP bought a new position in shares of Axcelis Technologies, Inc. (NASDAQ:ACLS &#8211; Free Report) during the fourth quarter, according to its most recent disclosure with the Securities & Exchange Commission. The fund bought 3,792 shares of the semiconductor company&#8217;s stock, valued at approximately $492,000. A number of other institutional investors and hedge [&#8230;]",https://www.etfdailynews.com/2024/06/10/centerbook-partners-lp-invests-492000-in-axcelis-technologies-inc-nasdaqacls/,etfdailynews,,general,en,us,2024-06-10T10:58:46+00:00,technology
ABMN Staff,"Envestnet Asset Management Inc. Boosts Holdings in Micron Technology, Inc. (NASDAQ:MU)","Envestnet Asset Management Inc. Boosts Holdings in Micron Technology, Inc. (NASDAQ:MU)",https://www.americanbankingnews.com/2024/06/10/envestnet-asset-management-inc-boosts-holdings-in-micron-technology-inc-nasdaqmu.html,americanbankingnews,,general,en,us,2024-06-10T10:56:43+00:00,technology
MarketBeat News,"Micron Technology, Inc. (NASDAQ:MU) Shares Bought by Envestnet Asset Management Inc.","Envestnet Asset Management Inc. boosted its position in shares of Micron Technology, Inc. (NASDAQ:MU &#8211; Free Report) by 6.4% during the 4th quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 892,172 shares of the semiconductor manufacturer&#8217;s stock after buying an additional 53,358 shares during [&#8230;]",https://www.etfdailynews.com/2024/06/10/micron-technology-inc-nasdaqmu-shares-bought-by-envestnet-asset-management-inc/,etfdailynews,,general,en,us,2024-06-10T10:56:42+00:00,technology
,Ondo InsurTech partners expand LeakBot solution into Washington state,"(marketscreener.com) Ondo InsurTech PLC on Monday announced further advancements to the expansion of its US operations.The London-based claims prevention technology firm for home insurers is in partnership with seventeen insurance carriers, including Admiral Group PLC.Ondo's patented LeakBot self-install solution connects to homes using wireless networks to detect...https://www.marketscreener.com/quote/stock/ONDO-INSURTECH-PLC-125228602/news/Ondo-InsurTech-partners-expand-LeakBot-solution-into-Washington-state-46938397/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/ONDO-INSURTECH-PLC-125228602/news/Ondo-InsurTech-partners-expand-LeakBot-solution-into-Washington-state-46938397/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:56:27+00:00,technology
ABMN Staff,"Marvell Technology, Inc. (NASDAQ:MRVL) Shares Purchased by Envestnet Asset Management Inc.","Marvell Technology, Inc. (NASDAQ:MRVL) Shares Purchased by Envestnet Asset Management Inc.",https://www.americanbankingnews.com/2024/06/10/marvell-technology-inc-nasdaqmrvl-shares-purchased-by-envestnet-asset-management-inc.html,americanbankingnews,,general,en,us,2024-06-10T10:54:45+00:00,technology
MarketBeat News,Crossmark Global Holdings Inc. Has $1.32 Million Stock Holdings in Fortive Co. (NYSE:FTV),"Crossmark Global Holdings Inc. grew its stake in Fortive Co. (NYSE:FTV &#8211; Free Report) by 6.4% during the fourth quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The firm owned 17,957 shares of the technology company&#8217;s stock after purchasing an additional 1,082 shares during the quarter. Crossmark [&#8230;]",https://www.etfdailynews.com/2024/06/10/crossmark-global-holdings-inc-has-1-32-million-stock-holdings-in-fortive-co-nyseftv/,etfdailynews,,general,en,us,2024-06-10T10:50:41+00:00,technology
MarketBeat News,SBA Communications Co. (NASDAQ:SBAC) Shares Acquired by Envestnet Asset Management Inc.,"Envestnet Asset Management Inc. raised its holdings in shares of SBA Communications Co. (NASDAQ:SBAC &#8211; Free Report) by 4.2% during the 4th quarter, Holdings Channel reports. The fund owned 372,972 shares of the technology company&#8217;s stock after purchasing an additional 14,946 shares during the period. Envestnet Asset Management Inc.&#8217;s holdings in SBA Communications were worth [&#8230;]",https://www.etfdailynews.com/2024/06/10/sba-communications-co-nasdaqsbac-shares-acquired-by-envestnet-asset-management-inc/,etfdailynews,,general,en,us,2024-06-10T10:48:41+00:00,technology
MarketBeat News,"L3Harris Technologies, Inc. (NYSE:LHX) Holdings Raised by Cetera Advisor Networks LLC","Cetera Advisor Networks LLC lifted its stake in shares of L3Harris Technologies, Inc. (NYSE:LHX &#8211; Free Report) by 18.2% during the fourth quarter, Holdings Channel.com reports. The fund owned 27,258 shares of the company&#8217;s stock after purchasing an additional 4,191 shares during the period. Cetera Advisor Networks LLC&#8217;s holdings in L3Harris Technologies were worth $5,741,000 [&#8230;]",https://www.etfdailynews.com/2024/06/10/l3harris-technologies-inc-nyselhx-holdings-raised-by-cetera-advisor-networks-llc/,etfdailynews,,general,en,us,2024-06-10T10:44:42+00:00,technology
MarketBeat News,"Cetera Advisor Networks LLC Buys 947 Shares of Arista Networks, Inc. (NYSE:ANET)","Cetera Advisor Networks LLC increased its stake in Arista Networks, Inc. (NYSE:ANET &#8211; Free Report) by 4.4% during the fourth quarter, according to its most recent filing with the Securities and Exchange Commission. The firm owned 22,375 shares of the technology company&#8217;s stock after purchasing an additional 947 shares during the quarter. Cetera Advisor Networks [&#8230;]",https://www.etfdailynews.com/2024/06/10/cetera-advisor-networks-llc-buys-947-shares-of-arista-networks-inc-nyseanet/,etfdailynews,,general,en,us,2024-06-10T10:44:41+00:00,technology
MarketBeat News,"2,078 Shares in CDW Co. (NASDAQ:CDW) Acquired by Pinebridge Investments L.P.","Pinebridge Investments L.P. bought a new position in shares of CDW Co. (NASDAQ:CDW &#8211; Free Report) during the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm bought 2,078 shares of the information technology services provider&#8217;s stock, valued at approximately $472,000. A number [&#8230;]",https://www.etfdailynews.com/2024/06/10/2078-shares-in-cdw-co-nasdaqcdw-acquired-by-pinebridge-investments-l-p/,etfdailynews,,general,en,us,2024-06-10T10:40:41+00:00,technology
MarketBeat News,PTC Inc. (NASDAQ:PTC) Stock Holdings Reduced by Northern Trust Corp,"Northern Trust Corp lowered its position in PTC Inc. (NASDAQ:PTC &#8211; Free Report) by 2.5% during the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 1,221,119 shares of the technology company&#8217;s stock after selling 31,622 shares during the quarter. Northern Trust Corp&#8217;s [&#8230;]",https://www.etfdailynews.com/2024/06/10/ptc-inc-nasdaqptc-stock-holdings-reduced-by-northern-trust-corp/,etfdailynews,,general,en,us,2024-06-10T10:38:42+00:00,technology
MarketBeat News,"SS&C Technologies Holdings, Inc. (NASDAQ:SSNC) Holdings Lifted by Pinebridge Investments L.P.","Pinebridge Investments L.P. increased its holdings in shares of SS&C Technologies Holdings, Inc. (NASDAQ:SSNC &#8211; Free Report) by 211.1% during the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 12,104 shares of the technology company&#8217;s stock after buying an additional 8,213 shares during [&#8230;]",https://www.etfdailynews.com/2024/06/10/ssc-technologies-holdings-inc-nasdaqssnc-holdings-lifted-by-pinebridge-investments-l-p/,etfdailynews,,general,en,us,2024-06-10T10:36:48+00:00,technology
MarketBeat News,"Ormat Technologies, Inc. (NYSE:ORA) Shares Sold by American International Group Inc.","American International Group Inc. lowered its holdings in shares of Ormat Technologies, Inc. (NYSE:ORA &#8211; Free Report) by 3.0% in the fourth quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 98,719 shares of the energy company&#8217;s stock after selling 3,100 shares during the [&#8230;]",https://www.etfdailynews.com/2024/06/10/ormat-technologies-inc-nyseora-shares-sold-by-american-international-group-inc/,etfdailynews,,general,en,us,2024-06-10T10:36:45+00:00,technology
ABMN Staff,"Rubicon Technologies, Inc. (NYSE:RBT) Major Shareholder Sells $10,212.60 in Stock","Rubicon Technologies, Inc. (NYSE:RBT) Major Shareholder Sells $10,212.60 in Stock",https://www.americanbankingnews.com/2024/06/10/rubicon-technologies-inc-nyserbt-major-shareholder-sells-10212-60-in-stock.html,americanbankingnews,,general,en,us,2024-06-10T10:34:42+00:00,technology
,"At IEEE International Communications Conference, VIAVI and Partners Will Showcase 6G and AI Research, and O-RAN and NTN Test Solutions","(marketscreener.com) VIAVI CTO Dr. Sameh Yamany Will Deliver Keynote Address on ""Telecom Digital Twins And Their Role In Future Technologies Maturity""CHANDLER, Ariz., June 10, 2024 /PRNewswire/ --&nbsp;Viavi Solutions Inc.&nbsp; today announced that it will be presenting research, solutions and perspectives on next-generation networking technologies including 6G,...https://www.marketscreener.com/quote/stock/VIAVI-SOLUTIONS-INC-23320363/news/At-IEEE-International-Communications-Conference-VIAVI-and-Partners-Will-Showcase-6G-and-AI-Research-46938247/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/VIAVI-SOLUTIONS-INC-23320363/news/At-IEEE-International-Communications-Conference-VIAVI-and-Partners-Will-Showcase-6G-and-AI-Research-46938247/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:31:08+00:00,technology
MarketBeat News,"Cibc World Markets Corp Raises Position in Tyler Technologies, Inc. (NYSE:TYL)","Cibc World Markets Corp lifted its stake in shares of Tyler Technologies, Inc. (NYSE:TYL &#8211; Free Report) by 133.2% during the 4th quarter, according to the company in its most recent 13F filing with the SEC. The firm owned 5,416 shares of the technology company&#8217;s stock after buying an additional 3,094 shares during the quarter. [&#8230;]",https://www.etfdailynews.com/2024/06/10/cibc-world-markets-corp-raises-position-in-tyler-technologies-inc-nysetyl/,etfdailynews,,general,en,us,2024-06-10T10:28:42+00:00,technology
MarketBeat News,"Gabelli Funds LLC Sells 3,500 Shares of PLDT Inc. (NYSE:PHI)","Gabelli Funds LLC decreased its holdings in PLDT Inc. (NYSE:PHI &#8211; Free Report) by 7.3% in the fourth quarter, according to its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 44,500 shares of the technology company&#8217;s stock after selling 3,500 shares during the period. Gabelli Funds LLC&#8217;s holdings in PLDT [&#8230;]",https://www.etfdailynews.com/2024/06/10/gabelli-funds-llc-sells-3500-shares-of-pldt-inc-nysephi/,etfdailynews,,general,en,us,2024-06-10T10:28:41+00:00,technology
ABMN Staff,"Micron Technology, Inc. (NASDAQ:MU) Shares Purchased by Gabelli Funds LLC","Micron Technology, Inc. (NASDAQ:MU) Shares Purchased by Gabelli Funds LLC",https://www.americanbankingnews.com/2024/06/10/micron-technology-inc-nasdaqmu-shares-purchased-by-gabelli-funds-llc.html,americanbankingnews,,general,en,us,2024-06-10T10:24:45+00:00,technology
MarketBeat News,"Public Employees Retirement Association of Colorado Buys 1,609 Shares of Jabil Inc. (NYSE:JBL)","Public Employees Retirement Association of Colorado increased its stake in shares of Jabil Inc. (NYSE:JBL &#8211; Free Report) by 11.9% in the fourth quarter, Holdings Channel.com reports. The fund owned 15,118 shares of the technology company&#8217;s stock after purchasing an additional 1,609 shares during the period. Public Employees Retirement Association of Colorado&#8217;s holdings in Jabil [&#8230;]",https://www.etfdailynews.com/2024/06/10/public-employees-retirement-association-of-colorado-buys-1609-shares-of-jabil-inc-nysejbl/,etfdailynews,,general,en,us,2024-06-10T10:22:42+00:00,technology
MarketBeat News,"BWX Technologies, Inc. (NYSE:BWXT) Shares Purchased by Rafferty Asset Management LLC","Rafferty Asset Management LLC raised its position in BWX Technologies, Inc. (NYSE:BWXT &#8211; Free Report) by 5.9% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 31,053 shares of the technology company&#8217;s stock after acquiring an additional 1,741 shares [&#8230;]",https://www.etfdailynews.com/2024/06/10/bwx-technologies-inc-nysebwxt-shares-purchased-by-rafferty-asset-management-llc/,etfdailynews,,general,en,us,2024-06-10T10:22:41+00:00,technology
MarketBeat News,"Public Employees Retirement Association of Colorado Has $2.27 Million Holdings in Align Technology, Inc. (NASDAQ:ALGN)","Public Employees Retirement Association of Colorado cut its stake in Align Technology, Inc. (NASDAQ:ALGN &#8211; Free Report) by 65.1% in the fourth quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 8,272 shares of the medical equipment provider&#8217;s stock after selling 15,455 shares during the [&#8230;]",https://www.etfdailynews.com/2024/06/10/public-employees-retirement-association-of-colorado-has-2-27-million-holdings-in-align-technology-inc-nasdaqalgn/,etfdailynews,,general,en,us,2024-06-10T10:20:43+00:00,technology
,HCLTech and Arm Collaborate on Custom Silicon Chips Optimized for AI Workloads,"(marketscreener.com) HCLTech, a leading global technology company, and Arm, a leading technology provider of processor IP, announced their collaboration to augment custom silicon chips that support AI-driven business operations.The partnership will bring to market solutions that enable semiconductor manufacturers, system OEMs and cloud services providers to...https://www.marketscreener.com/quote/stock/HCL-TECHNOLOGIES-LIMITED-9058931/news/HCLTech-and-Arm-Collaborate-on-Custom-Silicon-Chips-Optimized-for-AI-Workloads-46938159/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/HCL-TECHNOLOGIES-LIMITED-9058931/news/HCLTech-and-Arm-Collaborate-on-Custom-Silicon-Chips-Optimized-for-AI-Workloads-46938159/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:20:06+00:00,technology
ABMN Staff,"1832 Asset Management L.P. Sells 647 Shares of Arrow Electronics, Inc. (NYSE:ARW)","1832 Asset Management L.P. cut its stake in shares of Arrow Electronics, Inc. (NYSE:ARW &#8211; Free Report) by 8.1% in the 4th quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 7,295 shares of the technology company&#8217;s stock after selling 647 shares during the [&#8230;]",https://www.americanbankingnews.com/2024/06/10/1832-asset-management-l-p-sells-647-shares-of-arrow-electronics-inc-nysearw.html,americanbankingnews,,general,en,us,2024-06-10T10:16:42+00:00,technology
MarketBeat News,"1832 Asset Management L.P. Sells 647 Shares of Arrow Electronics, Inc. (NYSE:ARW)","1832 Asset Management L.P. lessened its stake in shares of Arrow Electronics, Inc. (NYSE:ARW &#8211; Free Report) by 8.1% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 7,295 shares of the technology company&#8217;s stock after selling 647 shares during the quarter. 1832 Asset [&#8230;]",https://www.etfdailynews.com/2024/06/10/1832-asset-management-l-p-sells-647-shares-of-arrow-electronics-inc-nysearw/,etfdailynews,,general,en,us,2024-06-10T10:16:42+00:00,technology
MarketBeat News,1832 Asset Management L.P. Has $1.79 Million Stake in Relx Plc (NYSE:RELX),"1832 Asset Management L.P. trimmed its holdings in Relx Plc (NYSE:RELX &#8211; Free Report) by 8.9% in the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 45,101 shares of the technology company&#8217;s stock after selling 4,406 shares during the period. [&#8230;]",https://www.etfdailynews.com/2024/06/10/1832-asset-management-l-p-has-1-79-million-stake-in-relx-plc-nyserelx/,etfdailynews,,general,en,us,2024-06-10T10:14:42+00:00,technology
MarketBeat News,"Cetera Advisor Networks LLC Boosts Stock Holdings in Gartner, Inc. (NYSE:IT)","Cetera Advisor Networks LLC raised its holdings in Gartner, Inc. (NYSE:IT &#8211; Free Report) by 118.9% during the fourth quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 11,977 shares of the information technology services provider&#8217;s stock after purchasing an additional 6,506 shares during the quarter. Cetera [&#8230;]",https://www.etfdailynews.com/2024/06/10/cetera-advisor-networks-llc-boosts-stock-holdings-in-gartner-inc-nyseit/,etfdailynews,,general,en,us,2024-06-10T10:12:41+00:00,technology
zee business,"FINAL TRADE: Nifty, Sensex retreat from record highs dragged by IT stocks","Stock market today: Benchmark equity indices slipped in red territory after hitting fresh highs in early trade cheering Modi’s continuation as the country’s Prime Minister for the third term on Monday, June 10 amid drop in information technology stocks.",https://www.zeebiz.com/markets/stocks/news-final-trade-nifty-sensex-retreat-from-record-highs-dragged-by-it-stocks-295183,Zee Business,,business,en,us,2024-06-10T10:08:48+00:00,technology
MarketBeat News,Royal London Asset Management Ltd. Buys 507 Shares of Generac Holdings Inc. (NYSE:GNRC),"Royal London Asset Management Ltd. boosted its stake in Generac Holdings Inc. (NYSE:GNRC &#8211; Free Report) by 2.2% in the fourth quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 23,932 shares of the technology company&#8217;s stock after purchasing an additional 507 shares during the quarter. Royal London [&#8230;]",https://www.etfdailynews.com/2024/06/10/royal-london-asset-management-ltd-buys-507-shares-of-generac-holdings-inc-nysegnrc/,etfdailynews,,general,en,us,2024-06-10T10:06:43+00:00,technology
,"Artificial Intelligence Technology : Seamless Performance and Real Time, Intelligent Surveillance Keep Attendees Safe Form 8 K","(marketscreener.com) Seamless Performance and Real-Time, Intelligent Surveillance Keep Attendees Safe Detroit, Michigan, June 10, 2024 - Robotic Assistance Devices, Inc. , a subsidiary of Artificial Intelligence Technology Solutions, Inc., , is thrilled to announce the successful deployment of 4 RAD RIO&trade; solar-powered mobile surveillance...https://www.marketscreener.com/quote/stock/ARTIFICIAL-INTELLIGENCE-T-111314306/news/Artificial-Intelligence-Technology-Seamless-Performance-and-Real-Time-Intelligent-Surveillance-Ke-46938055/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/ARTIFICIAL-INTELLIGENCE-T-111314306/news/Artificial-Intelligence-Technology-Seamless-Performance-and-Real-Time-Intelligent-Surveillance-Ke-46938055/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:06:09+00:00,technology
,"HIVE Digital Announces May 2024 Bitcoin Production, HODL Grew 3% to 2,451 Bitcoins, Maintained Positive Operating Margin After April Halving and Announces the Acquisition of 1,000 New Bitmain S21 Pro Antminers","(marketscreener.com) HIVE Digital Technologies Ltd. a pioneer in green energy-powered blockchain infrastructure, proudly announces its unaudited production figures for May 2024. In May the Company mined 119 Bitcoin, increasing its Bitcoin holdings by 3%, now totalling 2,451 Bitcoin on the balance sheet. HIVE maintained an average Bitcoin mining capacity of over...https://www.marketscreener.com/quote/stock/HIVE-DIGITAL-TECHNOLOGIES-40680906/news/HIVE-Digital-Announces-May-2024-Bitcoin-Production-HODL-Grew-3-to-2-451-Bitcoins-Maintained-Posit-46938039/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/HIVE-DIGITAL-TECHNOLOGIES-40680906/news/HIVE-Digital-Announces-May-2024-Bitcoin-Production-HODL-Grew-3-to-2-451-Bitcoins-Maintained-Posit-46938039/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:05:07+00:00,technology
Mamsi Nkosi,Can Microfinance Drive Financial Inclusion & Economic Growth?,"In the tapestry of economic development, financial inclusion is a foundational thread, weaving together individuals, communities, businesses, and economies. In South Africa, microfinance is the golden thread. When offered responsibly, microfinance has the power to unlock opportunities, transform lives, and break the cycle of poverty in underserved communities. By circumventing the historical barriers to financial [&#8230;]The post Can Microfinance Drive Financial Inclusion & Economic Growth? first appeared on IT News Africa | Business Technology, Telecoms and Startup News.",https://www.itnewsafrica.com/2024/06/can-microfinance-drive-financial-inclusion-economic-growth/,itnewsafrica,,general,en,us,2024-06-10T10:05:00+00:00,technology
,SunHydrogen : Letter to Shareholders From CEO Tim Young,"(marketscreener.com) June 10, 2024 Dear SunHydrogen shareholders and supporters, Since filing our first patent in November of 2011, we have worked steadfastly to bring our nanoparticle-based solar water-splitting technology to market and make low-cost, truly green hydrogen a reality worldwide. In the years...https://www.marketscreener.com/quote/stock/SUNHYDROGEN-INC-120793045/news/SunHydrogen-Letter-to-Shareholders-From-CEO-Tim-Young-46938028/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/SUNHYDROGEN-INC-120793045/news/SunHydrogen-Letter-to-Shareholders-From-CEO-Tim-Young-46938028/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:04:11+00:00,technology
,Palantir Technologies : Submission of Matters to a Vote of Security Holders Form 8 K,"(marketscreener.com) Item 5.07 - Submission of Matters to a Vote of Security Holders On June 5, 2024, Palantir Technologies Inc. held its 2024 annual meeting of stockholders . Holders of the Company's Class A common stock, par value $0.001 per share, were entitled to one vote on each proposal for each share held as of the close of business on...https://www.marketscreener.com/quote/stock/PALANTIR-TECHNOLOGIES-INC-113108869/news/Palantir-Technologies-Submission-of-Matters-to-a-Vote-of-Security-Holders-Form-8-K-46938023/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/PALANTIR-TECHNOLOGIES-INC-113108869/news/Palantir-Technologies-Submission-of-Matters-to-a-Vote-of-Security-Holders-Form-8-K-46938023/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T10:04:08+00:00,technology
MarketBeat News,"Butterfly Network, Inc. (NYSE:BFLY) CTO Sells $10,578.60 in Stock","Butterfly Network, Inc. (NYSE:BFLY &#8211; Get Free Report) CTO Andrei G. Stoica sold 11,754 shares of the company&#8217;s stock in a transaction dated Wednesday, June 5th. The shares were sold at an average price of $0.90, for a total value of $10,578.60. Following the sale, the chief technology officer now owns 1,485,804 shares in the [&#8230;]",https://www.etfdailynews.com/2024/06/10/butterfly-network-inc-nysebfly-cto-sells-10578-60-in-stock/,etfdailynews,,general,en,us,2024-06-10T10:02:43+00:00,technology
MarketBeat News,"Best Buy Co., Inc. (NYSE:BBY) Shares Bought by Rafferty Asset Management LLC","Rafferty Asset Management LLC boosted its holdings in shares of Best Buy Co., Inc. (NYSE:BBY &#8211; Free Report) by 10.8% in the 4th quarter, Holdings Channel reports. The firm owned 24,433 shares of the technology retailer&#8217;s stock after buying an additional 2,377 shares during the period. Rafferty Asset Management LLC&#8217;s holdings in Best Buy were [&#8230;]",https://www.etfdailynews.com/2024/06/10/best-buy-co-inc-nysebby-shares-bought-by-rafferty-asset-management-llc/,etfdailynews,,general,en,us,2024-06-10T10:00:43+00:00,technology
MarketBeat News,CyberArk Software Ltd. (NASDAQ:CYBR) Shares Sold by CIBC Asset Management Inc,"CIBC Asset Management Inc lowered its position in shares of CyberArk Software Ltd. (NASDAQ:CYBR &#8211; Free Report) by 4.7% in the fourth quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 3,652 shares of the technology company&#8217;s stock after selling 182 shares during the period. CIBC Asset [&#8230;]",https://www.etfdailynews.com/2024/06/10/cyberark-software-ltd-nasdaqcybr-shares-sold-by-cibc-asset-management-inc/,etfdailynews,,general,en,us,2024-06-10T09:58:46+00:00,technology
MarketBeat News,"Oppenheimer & Co. Inc. Reduces Stock Position in Arista Networks, Inc. (NYSE:ANET)","Oppenheimer & Co. Inc. lessened its holdings in Arista Networks, Inc. (NYSE:ANET &#8211; Free Report) by 6.3% during the fourth quarter, according to its most recent disclosure with the SEC. The institutional investor owned 7,992 shares of the technology company&#8217;s stock after selling 534 shares during the period. Oppenheimer & Co. Inc.&#8217;s holdings in Arista [&#8230;]",https://www.etfdailynews.com/2024/06/10/oppenheimer-co-inc-reduces-stock-position-in-arista-networks-inc-nyseanet/,etfdailynews,,general,en,us,2024-06-10T09:58:45+00:00,technology
ABMN Staff,BlackRock Science and Technology Term Trust (NASDAQ:BSTZ) Shares Bought by Oppenheimer &#038; Co. Inc.,BlackRock Science and Technology Term Trust (NASDAQ:BSTZ) Shares Bought by Oppenheimer &#038; Co. Inc.,https://www.americanbankingnews.com/2024/06/10/blackrock-science-and-technology-term-trust-nasdaqbstz-shares-bought-by-oppenheimer-co-inc.html,americanbankingnews,,general,en,us,2024-06-10T09:56:43+00:00,technology
ABMN Staff,Crossmark Global Holdings Inc. Sells 278 Shares of Seagate Technology Holdings plc (NASDAQ:STX),Crossmark Global Holdings Inc. Sells 278 Shares of Seagate Technology Holdings plc (NASDAQ:STX),https://www.americanbankingnews.com/2024/06/10/crossmark-global-holdings-inc-sells-278-shares-of-seagate-technology-holdings-plc-nasdaqstx.html,americanbankingnews,,general,en,us,2024-06-10T09:54:44+00:00,technology
MarketBeat News,PTC Inc. (NASDAQ:PTC) Position Trimmed by Crossmark Global Holdings Inc.,"Crossmark Global Holdings Inc. trimmed its holdings in shares of PTC Inc. (NASDAQ:PTC &#8211; Free Report) by 5.4% in the fourth quarter, according to its most recent Form 13F filing with the SEC. The institutional investor owned 7,274 shares of the technology company&#8217;s stock after selling 413 shares during the period. Crossmark Global Holdings Inc.&#8217;s [&#8230;]",https://www.etfdailynews.com/2024/06/10/ptc-inc-nasdaqptc-position-trimmed-by-crossmark-global-holdings-inc/,etfdailynews,,general,en,us,2024-06-10T09:52:42+00:00,technology
MarketBeat News,Tower Research Capital LLC TRC Has $1.88 Million Position in Fabrinet (NYSE:FN),"Tower Research Capital LLC TRC lifted its position in shares of Fabrinet (NYSE:FN &#8211; Free Report) by 923.6% in the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 9,888 shares of the technology company&#8217;s stock after buying an additional 8,922 shares during the [&#8230;]",https://www.etfdailynews.com/2024/06/10/tower-research-capital-llc-trc-has-1-88-million-position-in-fabrinet-nysefn/,etfdailynews,,general,en,us,2024-06-10T09:48:44+00:00,technology
,Smiths : Interconnect launches new technology to reduce power loss in industrial batteries,"(marketscreener.com) Innovative, environmentally friendly product provides up to 90% more energy transfer than existing offering Smiths Interconnect, a leading global provider of connectivity products and solutions, and a business unit of Smiths Group plc, today announces the launch of its new Hypertac Green Connect&trade; technology, designed...https://www.marketscreener.com/quote/stock/SMITHS-GROUP-PLC-9590110/news/Smiths-Interconnect-launches-new-technology-to-reduce-power-loss-in-industrial-batteries-46937873/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/SMITHS-GROUP-PLC-9590110/news/Smiths-Interconnect-launches-new-technology-to-reduce-power-loss-in-industrial-batteries-46937873/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T09:46:07+00:00,technology
IoT.Business.News,Sigfox S.A. to enable South Africa move to Smart Water Meters on 0G Network,"Sigfox SA has been selected as the network to support South Africa’s transition to smart water meters. Sigfox SA, a robust and exceptionally low-power technology, was selected by the National Treasury as the network to underpin the new smart water meter ecosystem. The tender, commonly known as “RT29” awarded to various System Integrators, will see ...The post Sigfox S.A. to enable South Africa move to Smart Water Meters on 0G Network appeared first on IoT Business News.",https://iotbusinessnews.com/2024/06/10/18797-sigfox-s-a-to-enable-south-africa-move-to-smart-water-meters-on-0g-network/,Iot Business News,,business,en,us,2024-06-10T09:43:14+00:00,technology
