source,author,title,description,url,urlToImage,publishedAt,content,topic
"{'id': None, 'name': 'Observer'}","Frances Forbes-Carbines, Frances Forbes-Carbines",Louisa Treger’s Retelling of Dora Maar’s Relationship with Picasso Reveals the Human Behind the Muse,"Before Maar was Picasso's Muse, she was a renowned artist admired by the likes of André Breton.",https://observer.com/2024/06/art-book-review-the-paris-muse-by-louisa-treger-picasso-dora-maar/,https://observer.com/wp-content/uploads/sites/2/2024/06/art-book-Review-The-Paris-Muse-by-Louisa-Treger.png?quality=80,2024-06-25T20:26:04Z,"Dora Maar, photographed with Picasso by Man Ray, was an artist and photographer in her own right. © Man Ray Trust 2015 / VG BILDKUNST 2021
One particularly tense scene in The Paris Muse, author Loui… [+5066 chars]",politics
"{'id': None, 'name': 'Raw Story'}",Kathleen Culliton,Top Nevada Republican calls Black Democrat a 'hood rat' in 'hateful' social rant,"Determined readers will have to click twice to view recent messages from a top Nevada Republican — she received X's rare ""hateful conduct"" content warning for calling a Black Democrat lawmaker a ""hood rat"" and a ""ghetto rat.""Nevada RNC Committeewoman Sigal Ch…",https://www.rawstory.com/sigal-chattah-rnc/,https://www.rawstory.com/media-library/i-really-am-sincerely-sorry-rep-jamaal-bowman-on-his-alarming-unforced-error.jpg?id=50314305&width=1200&height=600&coordinates=0%2C333%2C0%2C334,2024-06-25T20:25:44Z,"Determined readers will have to click twice to view recent messages from a top Nevada Republican she received X's rare ""hateful conduct"" content warning for calling a Black Democrat lawmaker a ""hood … [+2421 chars]",politics
"{'id': None, 'name': 'Freerepublic.com'}",Breitbart,Rep. Hakeem Jeffries phones in last-minute robocall for on-the-ropes Jamaal Bowman,New York’s top congressional Democrat is phoning in support for embattled “Squad” Rep. Jamaal Bowman. House Minority Leader Hakeem Jeffries recorded a robocall praising the controversial Bowman as “a public servant who fights for economic justice and in defen…,https://freerepublic.com/focus/f-news/4246683/posts,,2024-06-25T20:24:47Z,"Skip to comments.
Rep. Hakeem Jeffries phones in last-minute robocall for on-the-ropes Jamaal BowmanBreitbart ^
 | 06/25/2024
 | Josh Christenson and Matt Troutman
Posted on 06/25/2024 1:24:47 PM… [+2187 chars]",politics
"{'id': None, 'name': 'Mrcfreespeechamerica.org'}",,Michael Knowles Hints at ‘Political Awakening’ Over Disney DEI Scandal,"The Daily Wire podcast host Michael Knowles pointed to allegations of insane racial discrimination at the Walt Disney Corporation, calling for the end of American tolerance for discriminatory diversity, equity and inclusion initiatives.",https://mrcfreespeechamerica.org/blogs/business/tom-olohan/2024/06/25/watch-knowles-sees-potential-political-awakening-alleged,https://cdn.mrcfreespeechamerica.org/styles/768px_width/s3/2024-06/MixCollage-25-Jun-2024-03-39-PM-8955.jpg?itok=v6WqQQ_4,2024-06-25T20:24:32Z,"The Daily Wire podcast host Michael Knowles pointed to allegations of insane racial discrimination at the Walt Disney Corporation, calling for the end of American tolerance for discriminatory diversi… [+3370 chars]",politics
"{'id': None, 'name': 'BBC News'}",,How the deal to free Julian Assange was agreed,"Australian pressure, British legal process and a US realisation it needed a deal led to Wikileaks founder's release.",https://www.bbc.com/news/articles/c511y42z1p7o,https://ichef.bbci.co.uk/news/1024/branded_news/a2ab/live/bfa943d0-3331-11ef-b6f2-b9570029d6ac.jpg,2024-06-25T20:23:48Z,"By James Landale &amp; Tiffanie Turnbull, BBC News, London &amp; Sydney
Assange supporters outside the Royal Courts of Justice in May 
In the end, it was a mixture of diplomacy, politics and law th… [+6355 chars]",politics
"{'id': None, 'name': 'Freerepublic.com'}",FOX 5 DC,Gallaudet University named most dangerous campus in America: report,"WASHINGTON - A recent study has named Gallaudet University as the most dangerous campus in America. According to data obtained by the Parrish Law Firm from Campus Safety, the D.C.-based university for the deaf and hard of hearing topped the list with a stagge…",https://freerepublic.com/focus/f-news/4246682/posts,,2024-06-25T20:23:21Z,"Skip to comments.
Gallaudet University named most dangerous campus in America: reportFOX 5 DC ^
 | May 31, 2024
 | Christopher Harris 
Posted on 06/25/2024 1:23:21 PM PDT by george76
WASHINGTON … [+3842 chars]",politics
"{'id': None, 'name': 'The New Yorker'}",Richard Brody,“Janet Planet”: Melt the Icebergs,"Richard Brody reviews the playwright Annie Baker’s first feature film, “Janet Planet,” starring Julianne Nicholson, Zoe Ziegler, and Will Patton.",https://www.newyorker.com/culture/the-front-row/janet-planet-melt-the-icebergs,"https://media.newyorker.com/photos/667addaf7a6df764de855c72/16:9/w_1280,c_limit/Brody-Janet-Planet.jpg",2024-06-25T20:16:30Z,"Theres some quietly ferocious, fiercely expressive dialogue in the playwright Annie Bakers first feature, Janet Planet, and several moments of imaginative sublimity. The movie is a passionate and fin… [+11579 chars]",politics
"{'id': None, 'name': 'TheJournal.ie'}",Christina Finn,"McGrath gets thumbs up from Fine Gaelers, but surprise expressed on Chambers' leap to finance",McGrath is seen by some Fine Gael TDs to be ‘more open with the purse strings’ than their very own Paschal Donohoe.,https://www.thejournal.ie/michael-mcgrath-europe-jack-chambers-finance-6418872-Jun2024/,https://img2.thejournal.ie/article/6418872/river/?height=400&version=6418927,2024-06-25T20:14:39Z,"LESS THAN AN hour after Michael McGrath had been announced as nominee for Irelands next EU Commissioner, the exiting finance minister was in the Dáil canteen with his wife Sarah. 
No sooner had they… [+6085 chars]",politics
"{'id': 'breitbart-news', 'name': 'Breitbart News'}","John Hayward, John Hayward",Canada’s Conservatives Win Shock Election Victory in Grim Omen for Trudeau,"Canadian Conservative candidate Don Stewart won a close election on Monday in Toronto-St.Paul’s, taking a seat that has been held by Prime Minister Justin Trudeau’s Liberal party for the past 30 years. 
The post Canada’s Conservatives Win Shock Election Victo…",https://www.breitbart.com/politics/2024/06/25/canadas-conservatives-win-shock-election-victory-grim-omen-trudeau/,https://media.breitbart.com/media/2024/06/Justin-Trudeau-640x335.jpg,2024-06-25T20:14:24Z,"Canadian Conservative candidate Don Stewart won a close election on Monday in Toronto-St.Pauls, taking a seat that has been held by Prime Minister Justin Trudeaus Liberal party for the past 30 years.… [+6947 chars]",politics
"{'id': None, 'name': 'STLtoday.com'}",By Ian Froeb St. Louis Post-Dispatch,Acclaimed St. Louis restaurant Bulrush closes. Owner cites 'hate politics' in Missouri.,Rob Connoley says he can no longer run a restaurant in a state that is “actively working to harm” the LGBTQ community.,https://www.stltoday.com/life-entertainment/local/food-drink/dining/acclaimed-st-louis-restaurant-bulrush-closes-owner-cites-hate-politics-in-missouri/article_d40bdfcc-331d-11ef-8ea8-efd74ea8687a.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/d/40/d40bdfcc-331d-11ef-8ea8-efd74ea8687a/667b1ae4aa3c3.preview.jpg?crop=1486%2C780%2C9%2C62&resize=1200%2C630&order=crop%2Cresize,2024-06-25T20:10:00Z,"ST. LOUIS Rob Connoley has closed his acclaimed Grand Center restaurant Bulrush, saying he can no longer operate in a state that is actively working to harm the LGBTQ community.
Connoley was a final… [+3749 chars]",politics
"{'id': 'nbc-news', 'name': 'NBC News'}",Marquise Francis,"Influencers and popular podcasts fuel election disinformation among Black voters, report shows","At least 40 million Americans may be regularly targeted and fed disinformation within Black online spaces by a host of sources across social media, a new study says.",https://www.nbcnews.com/news/nbcblk/black-americans-disinformation-election-social-media-rcna157096,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-06/240625-phone-stock-mn-1245-5da8c4.jpg",2024-06-25T20:00:00Z,"At least 40 million Americans may be regularly targeted and fed disinformation within Black online spaces by a host of sources across social media, fueling false information around the election, acco… [+9845 chars]",politics
"{'id': None, 'name': 'Acast.com'}",,Chatter: Libertarianism and National Security with Katherine Mangu-Ward,"Libertarianism doesn’t fit easily on the traditional left-right spectrum of American politics. The philosophy upholds personal liberty as a core value. What does it have to say about matters of foreign policy and national security, which encompass ideas about…",https://shows.acast.com/lawfare/episodes/chatter-libertarianism-and-national-security-with-katherine-,https://assets.pippa.io/shows/60518a52f69aa815d2dba41c/1719296643391-8ae2f8909a1eeec6ec2e44fbf5c4e91b.jpeg,2024-06-25T20:00:00Z,Libertarianism doesnt fit easily on the traditional left-right spectrum of American politics. The philosophy upholds personal liberty as a core value. What does it have to say about matters of foreig… [+1556 chars],politics
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,"273 MPs take oath on day 2, several engage in sloganeering","The two MPs from Manipur received standing ovations from Congress and INDIA bloc MPs when they took the oath. Many MPs from Maharashtra, cutting across party lines, ended their oath by chanting slogans. Some MPs taking a photo of a colleague taking oath invit…",https://economictimes.indiatimes.com/news/politics-and-nation/273-mps-take-oath-on-day-2-several-engage-in-sloganeering/articleshow/111267544.cms,"https://img.etimg.com/thumb/msid-111267549,width-1200,height-630,imgsize-177786,overlay-economictimes/photo.jpg",2024-06-25T19:59:49Z,"NEW DELHI: On the second day of the 18th Lok Sabha, 273 MPs took oath, with many of them going beyond the written statement of oath and ending up by chanting slogans related to their respective state… [+1570 chars]",politics
"{'id': None, 'name': 'Daily Signal'}",Emma Waters,Women’s Reproductive Health Shouldn’t Be a Partisan Issue,"The topic of infertility has received unprecedented attention in national politics since February, when the Alabama Supreme Court held that for the purposes of the... Read More
The post Women’s Reproductive Health Shouldn’t Be a Partisan Issue appeared first …",https://www.dailysignal.com/2024/06/25/womens-reproductive-health-shouldnt-be-partisan-issue/,https://first-heritage-foundation.s3.amazonaws.com/live_files/2024/06/20240625_Hyde-SmithLankford-scaled.jpg,2024-06-25T19:58:33Z,"The topic of infertility has received unprecedented attention in national politics since February, when the Alabama Supreme Court held that for the purposes of the states wrongful death of a minor st… [+3477 chars]",politics
"{'id': None, 'name': 'Freerepublic.com'}",NBC News,Trump's VP announcement could come as early as this week,"Four sources told NBC News that the campaign is considering revealing Trump's running mate this week, possibly before his debate with Biden on Thursday.",https://freerepublic.com/focus/f-news/4246678/posts,,2024-06-25T19:57:59Z,"Skip to comments.
Trump's VP announcement could come as early as this weekNBC News ^
 | June 25, 2024, 3:32 PM EDT
 | By Henry J. Gomez, Dasha Burns, Et al.
Posted on 06/25/2024 12:57:59 PM PDT b… [+1560 chars]",politics
