source,author,title,description,url,urlToImage,publishedAt,content,topic,content_length
"{'id': None, 'name': 'Royal Society of Chemistry'}","Qingya Wang, Liangliang Tao, Fusheng Li, Zhichun Wu, Yaoyi Cai, Shubin Lyu",Research on XRF-visNIR Soil Heavy Metal Exceedance Analysis Method based on GAS Transformation and PCANet,"J. Anal. At. Spectrom., 2024, Accepted ManuscriptDOI: 10.1039/D4JA00161C, PaperQingya Wang, Liangliang Tao, Fusheng Li, Zhichun Wu, Yaoyi Cai, Shubin LyuAnalyzing and rapidly screening the phenomenon of soil heavy metal exceedance remains a challenge for the …",https://pubs.rsc.org/en/content/articlelanding/2024/ja/d4ja00161c,,2024-06-25T23:00:00Z,Analyzing and rapidly screening the phenomenon of soil heavy metal exceedance remains a challenge for the fusion technology of X-ray fluorescence (XRF) and visible near infrared spectroscopy (visNIR)… [+1446 chars],technology,30
"{'id': None, 'name': 'Royal Society of Chemistry'}","Zhentao Wang, Da Li, Wenyuan Liu, Liang Xu, Weichen Zhao, Jinnan Liu, Jiajia Ren, Tao Zhou, Diming Xu, Wenfeng Liu, Di Zhou",Improved energy storage properties achieved in NaNbO3-based relaxor antiferroelectric ceramics via anti-parallel polar nanoregions design,"J. Mater. Chem. A, 2024, Accepted ManuscriptDOI: 10.1039/D4TA03546A, PaperZhentao Wang, Da Li, Wenyuan Liu, Liang Xu, Weichen Zhao, Jinnan Liu, Jiajia Ren, Tao Zhou, Diming Xu, Wenfeng Liu, Di ZhouWith the improvement of environment protection requirement and…",https://pubs.rsc.org/en/content/articlelanding/2024/ta/d4ta03546a,,2024-06-25T23:00:00Z,"Z. Wang, D. Li, W. Liu, L. Xu, W. Zhao, J. Liu, J. Ren, T. Zhou, D. Xu, W. Liu and D. Zhou,
 J. Mater. Chem. A, 2024, Accepted Manuscript
, DOI: 10.1039/D4TA03546A
To request permission to reprodu… [+658 chars]",technology,40
"{'id': None, 'name': 'Royal Society of Chemistry'}","Yanan Zhu, Xing Xing, Chongguang Zhao, Hong Meng",Correction: Insights into the vibration coupling effects on reorganization energy in π-isoelectronic frameworks,"J. Mater. Chem. C, 2024, Advance ArticleDOI: 10.1039/D4TC90107J, Correction Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Yanan Zhu, Xing Xing, Chongguang Zhao, Hong MengTo cite this article before page n…",https://pubs.rsc.org/en/content/articlelanding/2024/tc/d4tc90107j,,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 Faculty of Materials Science, Shenzhen MSU-BIT University, Shenzhen 518172, China
b
 Shenzhen Research Institute of Northwestern Polytechnical University, Shenzhen 5… [+278 chars]",technology,26
"{'id': None, 'name': 'Royal Society of Chemistry'}","Takuya Kataoka, Zizhen Liu, Iori Yamada, Tania Guadalupe Peñaflor Galindo, Motohiro Tagaya",Surface functionalization of hydroxyapatite nanoparticles for biomedical applications,"J. Mater. Chem. B, 2024, Advance ArticleDOI: 10.1039/D4TB00551A, Review ArticleTakuya Kataoka, Zizhen Liu, Iori Yamada, Tania Guadalupe Peñaflor Galindo, Motohiro TagayaThis review described the highlight of surface engineering of hydroxyapatite nanoparticles…",https://pubs.rsc.org/en/content/articlelanding/2024/tb/d4tb00551a,https://pubs.rsc.org/en/Content/Image/GA/D4TB00551A,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 Faculty of Interdisciplinary Science and Engineering in Health Systems, Okayama University, 3-1-1 Tsushima-naka, Kita-ku, Okayama 700-8530, Japan
b
 Department of Ma… [+456 chars]",technology,27
"{'id': None, 'name': 'Royal Society of Chemistry'}","Harry Kochat, J. S. Yadav, Vinod K. Singh, S. S. V. Ramasastry",Professor (Dr) Sukh Dev: an iconic scientist with an innate sixth sense who radicalized natural product synthesis & organic chemistry,"Org. Biomol. Chem., 2024, Advance ArticleDOI: 10.1039/D4OB90071E, EditorialHarry Kochat, J. S. Yadav, Vinod K. Singh, S. S. V. RamasastryHarry Kochat, J. S. Yadav, Vinod K. Singh and S. S. V. Ramasastry introduce the special Organic & Biomolecular Chemistry t…",https://pubs.rsc.org/en/content/articlelanding/2024/ob/d4ob90071e,https://pubs.rsc.org/en/Content/Image/GA/D4OB90071E,2024-06-25T23:00:00Z,"* 
 Corresponding authors
a
 University of Tennessee Health Science Center- Plough Center for Sterile Drug Delivery Solutions, 208 S. Dudley St., Memphis, TN 38104, USA
E-mail:hkochat@uthsc.edu
… [+354 chars]",technology,29
"{'id': None, 'name': 'Digital Journal'}",AFP,"VW to invest $5 bn in EV maker Rivian, establishing joint venture","German auto giant Volkswagen will invest $5 billion in US electric vehicle maker Rivian and create a joint venture expected to produce technology used by both automakers, the companies announced Tuesday. The collaboration includes a direct $3 billion investme…",https://www.digitaljournal.com/world/vw-to-invest-5-bn-in-ev-maker-rivian-establishing-joint-venture/article,https://www.digitaljournal.com/wp-content/uploads/2024/06/ef87ec31a294bff3c0f726b459863938f1621a3c.jpg,2024-06-25T23:00:00Z,Electric vehicle maker Rivian and Volkswagen announced a joint venture in which the German company will invest $5 billion in the American automaker - Copyright GETTY IMAGES NORTH AMERICA/AFP/File Phi… [+3073 chars],technology,32
"{'id': None, 'name': 'The Star Online'}","TEH ATHIRA YUSOF, M. IRSYAD",MAHB-GIP deal ‘crucial for the country’,"KUALA LUMPUR: Malaysia will remain open to business including with its largest investor, the United States, despite a deal involving its airport operator and US investment giant BlackRock having sparked controversy, says Datuk Seri Anwar Ibrahim. Read full st…",https://www.thestar.com.my/news/nation/2024/06/26/mahb-gip-deal-crucial-for-the-country,https://apicms.thestar.com.my/uploads/images/2024/06/26/2768523.JPG,2024-06-25T23:00:00Z,"KUALA LUMPUR: Malaysia will remain open to business including with its largest investor, the United States, despite a deal involving its airport operator and US investment giant BlackRock having spar… [+3382 chars]",technology,32
"{'id': None, 'name': 'Royal Society of Chemistry'}","Maximilian Lukas Spiekermann, Thomas Seidensticker",Catalytic Processes for the Selective Hydrogenation of Fats and Oils: Reevaluating a Mature Technology for Feedstock Diversification,"Catal. Sci. Technol., 2024, Accepted ManuscriptDOI: 10.1039/D4CY00488D, Review Article Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Maximilian Lukas Spiekermann, Thomas SeidenstickerThe selective hydroge…",https://pubs.rsc.org/en/content/articlelanding/2024/cy/d4cy00488d,,2024-06-25T23:00:00Z,"The selective hydrogenation of polyunsaturated fatty acids (PUFAs) and their derivatives towards their monounsaturated counterparts is a critical catalytic step in various disciplines, like biofuels … [+1451 chars]",technology,28
"{'id': None, 'name': 'Yahoo Entertainment'}",Shawna Kwan and Low De Wei,A $100 Billion Bet on China’s Economy Sours as Warehouses Empty,"(Bloomberg) -- In many parts of China, the warehouses and industrial parks that used to be a magnet for international investors are grappling with a...",https://finance.yahoo.com/news/100-billion-bet-china-economy-230000717.html,https://s.yimg.com/ny/api/res/1.2/bqv93oVNb01W5Lnn9Fs9dQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTY-/https://media.zenfs.com/en/bloomberg_markets_842/f2c1c5d0eb9d670955e6b5f11522ae15,2024-06-25T23:00:00Z,"(Bloomberg) -- In many parts of China, the warehouses and industrial parks that used to be a magnet for international investors are grappling with a surprising slowdown in business activity.
Most Re… [+8838 chars]",technology,34
"{'id': None, 'name': 'Yahoo Entertainment'}",AFP,"VW to invest $5 bn in EV maker Rivian, establishing joint venture",German auto giant Volkswagen will invest $5 billion in US electric vehicle maker Rivian and create a joint venture expected to produce technology used by...,https://finance.yahoo.com/news/vw-invest-5-bn-ev-225719177.html,https://media.zenfs.com/en/afp.com/1f4e80972fdc61f418c8daca9e1cde6b,2024-06-25T22:57:19Z,"Electric vehicle maker Rivian and Volkswagen announced a joint venture in which the German company will invest $5 billion in the American automaker (Phillip Faraone)
German auto giant Volkswagen wil… [+3034 chars]",technology,32
"{'id': 'fox-news', 'name': 'Fox News'}",David Rutz,Hillary Clinton releasing new book with 'warning to all American voters' weeks before election,"Hillary Clinton is delivering what's being billed as a ""warning"" to American voters in a book set for release less than two months before November's election.",https://www.foxnews.com/media/hillary-clinton-releasing-new-book-warning-all-american-voters-weeks-before-election,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/hillary-clinton-ai.jpg,2024-06-25T22:56:51Z,"Hillary Clinton is releasing yet another book less than two months before this year's election, which will include a ""fervent and persuasive warning to all American voters"" and explain how she moved … [+2199 chars]",technology,35
"{'id': None, 'name': 'Department of Defense'}",Press Operations,Pentagon Press Secretary Maj. Gen. Pat Ryder Holds a Press Briefing,Pentagon Press Secretary Maj. Gen. Pat Ryder held a press briefing.,https://www.defense.gov/News/Transcripts/Transcript/Article/3817329/pentagon-press-secretary-maj-gen-pat-ryder-holds-a-press-briefing/,https://media.defense.gov/2021/Sep/30/2002865266/1280/1280/0/210930-D-EX074-066.JPG,2024-06-25T22:54:45Z,"MAJOR GENERAL PAT RYDER: All right. Well, good afternoon, everyone. Thanks very much for your patience today. I do have quite a bit to read out at the top, and then we'll get right to your questions.… [+27864 chars]",technology,39
"{'id': None, 'name': 'Stereogum'}",Danielle Chelosky,Sheryl Crow Is No Fan Of Drake’s “Taylor Made Freestyle”,"Earlier this year, Drake released “Taylor Made Freestyle,” a track that featured AI vocals of the late Tupac Shakur and the very much alive Snoop Dogg (who was bewildered). In a BBC feature shared on Saturday, country icon Sheryl Crow criticized the Canadian …",https://www.stereogum.com/2269582/sheryl-crow-is-no-fan-of-drakes-taylor-made-freestyle/news/,https://static.stereogum.com/uploads/2024/06/Sheryl-Crow-Drake-1719355739-scaled.jpg,2024-06-25T22:52:55Z,"Earlier this year, Drake released “Taylor Made Freestyle,” a track that featured AI vocals of the late Tupac Shakur and the very much alive Snoop Dogg (who was bewildered). In a BBC feature shared on… [+1201 chars]",technology,37
"{'id': None, 'name': 'Forbes'}","Tina Chadha, Contributor, 
 Tina Chadha, Contributor
 https://www.forbes.com/sites/forbes-personal-shopper/people/tinachadha/",5 Expert Tips On Choosing The Right Foundation Shade And Formula,Choosing the right foundation starts with knowing your skin type and preferred coverage and finish. Here are the top expert-backed tips and products.,https://www.forbes.com/sites/forbes-personal-shopper/article/how-to-choose-the-right-foundation/,https://imageio.forbes.com/specials-images/imageserve/6643c46b630b951a052976cf/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-06-25T22:52:24Z,"Selecting the right foundation can be daunting, especially when there are so many versions out there. According to makeup artists, choosing the right foundation starts with knowing your skin type and… [+9159 chars]",technology,33
"{'id': None, 'name': 'Slashdot.org'}",BeauHD,Seattle's Living Computers Museum Logs Off For Good,"Kurt Schlosser reports via GeekWire: Living Computers Museum + Labs, the Seattle institution created by the late Microsoft co-founder Paul Allen as a hands-on showcase for rare computing technology and interactive displays, will not reopen, more than four yea…",https://hardware.slashdot.org/story/24/06/25/2031227/seattles-living-computers-museum-logs-off-for-good,https://a.fsdn.com/sd/topics/hardware_64.png,2024-06-25T22:50:00Z,"Living Computers Museum + Labs, the Seattle institution created by the late Microsoft co-founder Paul Allen as a hands-on showcase for rare computing technology and interactive displays, will not reo… [+2656 chars]",technology,32
"{'id': 'financial-post', 'name': 'Financial Post'}",Bloomberg News,"Ignore the ‘AI Revolution’ at Your Own Peril, Investors Warn","While a recent selloff in shares of chipmaker Nvidia Corp. may have fueled fears of an artificial intelligence bubble, investors and asset managers still take a broadly positive view of the technology — with some caveats.",https://financialpost.com/pmn/business-pmn/ignore-the-ai-revolution-at-your-own-peril-investors-warn,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2024/06/nvidias-next-support-level-sits-near-115-2.jpg,2024-06-25T22:49:30Z,"While a recent selloff in shares of chipmaker Nvidia Corp. may have fueled fears of an artificial intelligence bubble, investors and asset managers still take a broadly positive view of the technolog… [+6338 chars]",technology,34
"{'id': None, 'name': 'Thehillstimes.in'}",The Hills Times,"MoD, SpacePixxel to work on design, development of miniaturised satellite","NEW DELHI, June 25: The Union ministry of defence will collaborate with a private firm working in the space sector for design and development of a “miniaturised satellite” capable of carrying multiple payloads up to 150 kg, officials said on Tuesday. The coll…",https://thehillstimes.in/national/mod-spacepixxel-to-work-on-design-development-of-miniaturised-satellite,https://thehillstimes.in/wp-content/uploads/2024/06/322-1.jpg,2024-06-25T22:45:04Z,"NEW DELHI, June 25: The Union ministry of defence will collaborate with a private firm working in the space sector for design and development of a miniaturised satellite capable of carrying multiple … [+3082 chars]",technology,35
"{'id': None, 'name': 'Investing.com'}",Investing.com,ZoomerMedia Announces Expansion of Zoomer Digital Network with Acquisition of MobileSyrup.com from Blue Ant Media,ZoomerMedia Announces Expansion of Zoomer Digital Network with Acquisition of MobileSyrup.com from Blue Ant Media,https://www.investing.com/news/press-releases/zoomermedia-announces-expansion-of-zoomer-digital-network-with-acquisition-of-mobilesyrupcom-from-blue-ant-media-93CH-3496693,https://i-invdn-com.investing.com/news/World_News_9_800x533_L_1420026261.jpg,2024-06-25T22:44:04Z,"TORONTO, June 25, 2024 (GLOBE NEWSWIRE) -- Moses Znaimer, Founder and CEO ofZoomerMedia Limited (TSXV: ZUM) (ZoomerMedia), a multi-platform media company devoted to creating legacy and digital conten… [+7104 chars]",technology,30
"{'id': None, 'name': 'Investing.com'}",Reuters,OpenAI delays rolling out its 'Voice Mode' to July,OpenAI delays rolling out its 'Voice Mode' to July,https://www.investing.com/news/stock-market-news/openai-delays-rolling-out-its-voice-mode-to-july-3496689,https://i-invdn-com.investing.com/news/LYNXNPEC0K08U_L.jpg,2024-06-25T22:40:45Z,"(Reuters) - ChatGPT maker OpenAI said on Tuesday that it was delaying the release of its ""Voice Mode"" feature by a month to July because of technical issues. 
The company had originally planned to r… [+1238 chars]",technology,37
"{'id': None, 'name': 'CNA'}",,OpenAI delays rolling out its 'Voice Mode' to July,"ChatGPT maker OpenAI said on Tuesday that it was delaying the release of its ""Voice Mode"" feature by a month to July because of technical issues. The company had originally planned to roll out the realistic voice conversation experience to a small group of Ch…",https://www.channelnewsasia.com/business/openai-delays-rolling-out-its-voice-mode-july-4436691,"https://onecms-res.cloudinary.com/image/upload/s--TzQPyFDm--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2024-06-25t223942z_1_lynxmpek5o0yp_rtroptp_3_openai-search.jpg?itok=Vumm_ytH",2024-06-25T22:39:42Z,"ChatGPT maker OpenAI said on Tuesday that it was delaying the release of its ""Voice Mode"" feature by a month to July because of technical issues. 
The company had originally planned to roll out the … [+1226 chars]",technology,38
"{'id': None, 'name': 'Krusecontrolinc.com'}",Kathi Kruse,The CDK Cyber Attack Recovery Will Fall Squarely on The Accounting Office,"During my first years in the car business, I wore a lot of hats in each job position I had. The one thing I learned early is that the accounting office staff are often the clean up crew when several types of problems arise. There are still systems and procedu…",https://www.krusecontrolinc.com/cdk-cyberattack-recovery-will-fall-squarely-on-the-accounting-office/,https://www.krusecontrolinc.com/wp-content/uploads/2024/06/DALL·E-2024-06-25-10.13.25-CDK-Cyber-Attack-1024x585.png,2024-06-25T22:39:17Z,"During my first years in the car business, I wore a lot of hats in each job position I had. The one thing I learned early is that the accounting office staff are often the clean up crew when several … [+9285 chars]",technology,43
"{'id': None, 'name': 'Krusecontrolinc.com'}",Kathi Kruse,The CDK Cyber Attack Recovery Will Fall Squarely on The Accounting Office,"During my first years in the car business, I wore a lot of hats in each job position I had. The one thing I learned early is that the accounting office staff are often the clean up crew when several types of problems arise. There are still systems and procedu…",https://www.krusecontrolinc.com/cdk-cyber-attack-recovery-will-fall-squarely-on-the-accounting-office/,https://www.krusecontrolinc.com/wp-content/uploads/2024/06/DALL·E-2024-06-25-10.13.25-CDK-Cyber-Attack-1024x585.png,2024-06-25T22:39:17Z,"During my first years in the car business, I wore a lot of hats in each job position I had. The one thing I learned early is that the accounting office staff are often the clean up crew when several … [+9285 chars]",technology,43
"{'id': None, 'name': 'Bleeding Cool News'}",Ray Flook,Batman: Caped Crusader Announcement Teaser: Trailer This Wednesday,"Over the past two weeks, we've been learning a lot about executive producers Bruce Timm, J.J. Abrams, Matt Reeves, Ed Brubaker & Sam Register's Batman: Caped Crusader – including that legendary writer J.M. DeMatteis (Justice League International, The Amazing …",https://bleedingcool.com/tv/batman-caped-crusader-announcement-teaser-trailer-this-wednesday/,https://bleedingcool.com/wp-content/uploads/2024/05/GNJiHS5akAECtzR-2000x1125.jpg,2024-06-25T22:38:08Z,"Posted in: Amazon Studios, Preview, streaming, TV | Tagged: amazon, Batman, Batman: Caped Crusader, preview, prime video, teaser
The official trailer for Bruce Timm, J.J. Abrams, Matt Reeves, Ed Bru… [+4802 chars]",technology,32
"{'id': None, 'name': 'Techdirt'}",Mike Masnick,Success Kid Says Transformative Use Lives,"The recent publication of Griner v. King seems to have just about everything: an iconic meme (Success Kid!), a troll-ish politician, charges of political censorship, and an application of the latest big Supreme Court opinion on fair use, Warhol v. Goldsmith. …",https://www.techdirt.com/2024/06/25/success-kid-says-transformative-use-lives/,https://www.techdirt.com/wp-content/themes/techdirt/assets/images/td-rect-logo-white.png,2024-06-25T22:36:41Z,"from the pump-that-fist dept
The recent publication of Griner v. King
 seems to have just about everything: an iconic meme (Success Kid
!), a troll-ish politician
, charges of political censorshi… [+4858 chars]",technology,33
"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,ZoomerMedia Announces Expansion of Zoomer Digital Network with Acquisition of MobileSyrup.com from Blue Ant Media,"TORONTO, June 25, 2024 (GLOBE NEWSWIRE) — Moses Znaimer, Founder and CEO of ZoomerMedia Limited (TSXV: ZUM) (“ZoomerMedia”), a multi-platform media company devoted to creating legacy and digital content for and from Boomer Zoomers to GenZ Zoomers, announces t…",https://financialpost.com/globe-newswire/zoomermedia-announces-expansion-of-zoomer-digital-network-with-acquisition-of-mobilesyrup-com-from-blue-ant-media,,2024-06-25T22:36:09Z,"Author of the article:
Article content
TORONTO, June 25, 2024 (GLOBE NEWSWIRE) Moses Znaimer, Founder and CEO ofZoomerMedia Limited (TSXV: ZUM) (ZoomerMedia), a multi-platform media company devoted… [+9579 chars]",technology,29
"{'id': None, 'name': 'Investing.com'}",Investing.com,RBB Bancorp Announces Appointment of Diana Hanson as Senior Vice President and Chief Accounting Officer,RBB Bancorp Announces Appointment of Diana Hanson as Senior Vice President and Chief Accounting Officer,https://www.investing.com/news/press-releases/rbb-bancorp-announces-appointment-of-diana-hanson-as-senior-vice-president-and-chief-accounting-officer-93CH-3496688,https://i-invdn-com.investing.com/news/World_News_8_800x533_L_1420026210.jpg,2024-06-25T22:36:04Z,"LOS ANGELES--(BUSINESS WIRE)--RBB Bancorp (the Company, we, us or our) (NASDAQ: RBB) is pleased to announce the appointment of Ms. Diana Hanson as Senior Vice President and Chief Accounting Officer o… [+10012 chars]",technology,33
"{'id': None, 'name': 'GlobeNewswire'}",ZoomerMedia Limited,ZoomerMedia Announces Expansion of Zoomer Digital Network with Acquisition of MobileSyrup.com from Blue Ant Media,"ZoomerMedia Announces Expansion of Zoomer Digital Network
with Acquisition of Mobile Syrup, Canada’s News Source for all things Te from Blue Ant Media
......",https://www.globenewswire.com/news-release/2024/06/25/2904182/0/en/ZoomerMedia-Announces-Expansion-of-Zoomer-Digital-Network-with-Acquisition-of-MobileSyrup-com-from-Blue-Ant-Media.html,https://ml.globenewswire.com/Resource/Download/71ce9640-5a1a-4fbf-9997-0a0ec7b7fb97,2024-06-25T22:32:00Z,"TORONTO, June 25, 2024 (GLOBE NEWSWIRE) -- Moses Znaimer, Founder and CEO ofZoomerMedia Limited (TSXV: ZUM) (ZoomerMedia), a multi-platform media company devoted to creating legacy and digital conten… [+7017 chars]",technology,30
"{'id': None, 'name': 'Forbes'}","Dr. Aviva Legatt, Contributor, 
 Dr. Aviva Legatt, Contributor
 https://www.forbes.com/sites/avivalegatt/",College Essays That Worked And How Yours Can Too,"The secret to a standout college essay lies in its authenticity, depth, and emotional resonance.",https://www.forbes.com/sites/avivalegatt/2024/06/25/college-essays-that-worked-and-how-yours-can-too/,https://imageio.forbes.com/specials-images/imageserve/667b3fc1dccdd04706e612e5/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-06-25T22:31:27Z,"CAMBRIDGE, MASSACHUSETTS - JULY 08: A view of Harvard Yard on the campus of Harvard University on ... [+] July 08, 2020 in Cambridge, Massachusetts. Harvard and Massachusetts Institute of Technology … [+5568 chars]",technology,34
"{'id': None, 'name': 'Yanko Design'}",Vincent Nguyen,I need this WALKCAR in my life because I’m too lazy to walk,"I need this WALKCAR in my life because I’m too lazy to walkUrban commuting just got a significant upgrade with the release of the WALKCAR 2 and WALKCAR 2 Pro. Launched on April 1, 2024, these innovative...",https://www.yankodesign.com/2024/06/25/i-need-this-walkcar-in-my-life-because-im-too-lazy-to-walk/,https://www.yankodesign.com/images/design_news/2024/06/i-need-this-walkcar-in-my-life-because-im-too-lazy-to-walk/walkcar.jpg,2024-06-25T22:31:04Z,"Urban commuting just got a significant upgrade with the release of the WALKCAR 2 and WALKCAR 2 Pro. Launched on April 1, 2024, these innovative personal mobility vehicles captivate tech enthusiasts a… [+7129 chars]",technology,34
"{'id': None, 'name': 'Forbes'}","Matt Kimball, Contributor, 
 Matt Kimball, Contributor
 https://www.forbes.com/sites/moorinsights/people/mattkimball/",HPE Discover: Bringing AI To The Enterprise In A Consumable Way,"At the annual HPE Discover conference, HPE placed a big bet on bringing private cloud-based AI to enterprises through a broad-ranging partnership with Nvidia.",https://www.forbes.com/sites/moorinsights/2024/06/25/hpe-discover-bringing-ai-to-the-enterprise-in-a-consumable-way/,https://imageio.forbes.com/specials-images/imageserve/667b3ef7138da341088eaadb/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-06-25T22:30:37Z,"CEO Antonio Neri delivers the HPE Discover keynote in The Sphere in Las Vegas.
Moor Insights &amp; Strategy
The spring season of tech conferences ended with a bang at HPE Discover in Las Vegas last… [+10623 chars]",technology,37
"{'id': None, 'name': 'Sneaker News'}",Matt Varga,Electric Yellow Shocks The Latest Nike Pegasus 2K5,"Given how comparable models like the Nike Zoom Vomero 5 have managed to capture the public’s attention, the Nike Pegasus 2K5 is relatively under discussed....

© Sneaker News, 2024. |
Permalink
|
No comment
|
Add todel.icio.us


The post Electric Yellow Shock…",https://sneakernews.com/2024/06/25/nike-pegasus-2k5-womens-silver-yellow-hq5718-100/,https://sneakernews.com/wp-content/uploads/2024/06/nike-pegasus-2k5-womens-silver-yellow-HQ5718-100-7.jpg,2024-06-25T22:30:32Z,"Given how comparable models like the Nike Zoom Vomero 5 have managed to capture the public’s attention, the Nike Pegasus 2K5 is relatively under discussed. Able to put its Y2K design principles up ag… [+1731 chars]",technology,36
"{'id': None, 'name': 'Shtfplan.com'}",Richard Brown,North Korean Troops Could Join Russia’s War Action Against Ukraine,The chilling prospect of North Korean troops joining the Russian special military operation in Ukraine has risen tremendously following North Korean Supreme Leader Kim Jong UN's signing of a mutual defense pact with Russian President Vladimir Putin.,https://www.shtfplan.com/headline-news/north-korean-troops-could-join-russias-war-action-against-ukraine,https://www.shtfplan.com/wp-content/uploads/2017/11/northkoreamissiles-e1511966088260.jpg,2024-06-25T22:30:04Z,"This article was originally published by Richard Brown at Natural News. 
The chilling prospect of North Korean troops joining the Russian special military operation in Ukraine has risen tremendously… [+4129 chars]",technology,31
"{'id': None, 'name': 'fox5sandiego.com'}",Danielle Dawson,"San Diego County reports surge in Mpox, monkeypox cases","San Diego County is seeing a slight surge in Mpox cases, with health officials reporting seven new cases in the months of May and June.",https://fox5sandiego.com/news/health/san-diego-county-records-rise-in-mpox-cases/,https://fox5sandiego.com/wp-content/uploads/sites/15/2023/10/653abdf6c1e4e7.20080085.jpeg?w=1280,2024-06-25T23:59:56Z,"SAN DIEGO (FOX 5/KUSI) San Diego County is seeing a slight surge in Mpox cases, with health officials reporting seven new cases in the months of May and June.
That is up from the previous average of… [+2180 chars]",health,39
"{'id': 'financial-post', 'name': 'Financial Post'}",GlobeNewswire,Christina Lake Cannabis Announces Filing of Q1 Financial Statements,"VANCOUVER, British Columbia, June 25, 2024 (GLOBE NEWSWIRE) — Christina Lake Cannabis Corp. (“CLC” or the “Company”) (CSE: CLC) is pleased to confirm that further to its news releases dated April 3, 2024, April 17, 2024, May 1, 2024, May 15, 2024, May 29, 202…",https://financialpost.com/globe-newswire/christina-lake-cannabis-announces-filing-of-q1-financial-statements,,2024-06-25T23:57:35Z,"VANCOUVER, British Columbia, June 25, 2024 (GLOBE NEWSWIRE) Christina Lake Cannabis Corp. (CLC or the Company) (CSE: CLC) is pleased to confirm that further to its news releases dated April 3, 2024, … [+3341 chars]",health,35
"{'id': None, 'name': 'NDTV News'}",,"US Voters Prefer Trump On Economy, Biden For Democracy: Survey","several years of fast-rising consumer prices, though inflation has slowed considerably in recent months and the jobless rate has been below 4% for more than two years.",https://www.ndtv.com/world-news/us-voters-prefer-trump-on-economy-biden-for-democracy-survey-5970662,"https://c.ndtvimg.com/2020-11/sd77uu9g_biden-trump-split-image_625x300_04_November_20.jpg?im=FaceCrop,algorithm=dnn,width=1200,height=738?ver-20240615.100",2024-06-25T23:57:04Z,"Donald Trump was favored 40% to 35% on foreign conflicts and terrorism.
Washington: several years of fast-rising consumer prices, though inflation has slowed considerably in recent months and the jo… [+1742 chars]",health,32
"{'id': 'cnn', 'name': 'CNN'}",Maya Davis,"Friendly’s, Hershey’s ice cream products among various brands recalled over bacterial contamination concerns | CNN","Consumers looking to cool off this summer are advised to avoid popular ice cream products from brands including Friendly’s, Hershey’s and Chipwich due to possible Listeria contamination, according to a recall announced Monday",https://www.cnn.com/2024/06/25/health/friendlys-hersheys-ice-cream-recall/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/fda-ice-cream-recall-friendly-s.jpg?c=16x9&q=w_800,c_fill",2024-06-25T23:56:48Z,"Consumers looking to cool off this summer are advised to avoid popular ice cream products from brands including Friendlys, Hersheys and Chipwich due to possible Listeria contamination, according to a… [+1609 chars]",health,32
"{'id': 'cbc-news', 'name': 'CBC News'}",,"Hot saunas, cold plunges on the agenda at Vancouver city council","The owner of The Good Sauna, which normally operates in the parking lot of Container Brewing in East Vancouver, says his business promotes community and wellness and deserves to be greenlit by the city.",https://www.cbc.ca/news/canada/british-columbia/hot-saunas-cold-plunges-1.7246528,https://i.cbc.ca/1.7246575.1719358890!/fileImage/httpImage/image.jpeg_gen/derivatives/16x9_620/the-good-sauna.jpeg,2024-06-25T23:54:49Z,"The owners of outdoor sauna-cold plunge businesses that have been operating in a bylaw grey area will be in front of Vancouver city council Wednesday morning speaking in support of a motion that, if … [+2239 chars]",health,37
"{'id': None, 'name': 'WLS-TV'}",Craig Wall,US surgeon general gun violence public health crisis declaration hailed by Chicago officials,Chicago officials are hailing the U.S. surgeon general's decision Tuesday to declare gun violence a public health crisis.,https://abc7chicago.com/post/us-surgeon-general-gun-violence-public-health-crisis/15000385/,https://cdn.abcotvs.com/dip/images/15000432_062524-WLS-wall-gun-violence-430p-vid.jpg?w=1600,2024-06-25T23:54:19Z,"CHICAGO (WLS) -- Chicago officials are hailing the U.S. surgeon general's decision Tuesday to declare gun violence a public health crisis.
It comes as gun violence becomes the leading cause of death… [+2839 chars]",health,34
